	M001	M002	M003	M004	M005	M006	M007	M008	M009	M010	M011	M012	M013	M014	M015	M016	M017	M018	M019	M020	M021
S0323	-0.65034944	0.5624161	1.5479096	1.4706669	3.0548067	0.47145098	1.9335548	2.6327868	0.51898134	-0.5105898	0.19744824	5.0860524	5.095667	3.242841	6.464768	5.613767	5.266692	6.268875	5.415989	4.0113645	5.6539464
S0324	2.8509467	2.584158	3.6391332	3.70869	5.5310764	4.9622436	3.8015568	6.223122	4.952475	6.1499176	2.8210151	0.6571957	2.286184	0.3744248	2.447247	3.1003096	2.4709167	3.6815991	2.5616138	1.8768247	1.4676149
S0325	4.6423755	3.2059913	2.6407695	4.059863	2.9842854	2.1120777	-0.07191498	1.6939205	5.4146423	3.9019063	1.3088053	2.1962438	2.0167027	1.5099149	0.16688116	-0.42169115	-1.4264216	1.3753144	1.6735545	1.1085541	0.9346969
S0326	1.9533309	2.3984993	3.1222103	3.197209	2.4431257	3.9522846	3.2176073	4.013641	3.614995	2.320794	3.5362432	2.6393855	2.0014617	0.44159088	4.873565	3.1014147	3.5387313	2.088384	4.124772	2.4014301	1.8324368
S0327	3.8635566	3.0108523	2.892898	3.8403792	2.8743973	2.9528317	0.13206775	2.4265873	4.678165	3.8840592	0.6636408	3.1668725	3.0623562	1.8680382	0.8807721	1.1621544	0.20584564	3.7486258	2.063718	2.0767694	1.927634
S0328	-6.324314	-1.9166542	0.8455195	-4.0983486	0.6562082	0.45041057	2.4184992	2.58618	-2.5207558	-4.0405436	-2.337421	2.0372791	2.4837058	-0.7122002	4.878106	5.934744	7.980735	7.9599314	2.7766702	3.0926378	6.0968595
S0329	2.7589612	3.1825588	2.2620583	2.5071228	0.9416241	1.5861262	0.9877924	0.03671275	2.3400278	1.0708632	2.0283232	6.4264517	4.6941543	3.5777888	4.5383487	1.8984538	2.9944923	0.19544093	5.2701545	2.3019042	3.1988206
S0330	4.6730833	2.933196	2.1923711	4.200688	2.8663867	3.3908708	1.0022594	1.7060109	4.630081	3.167073	2.0686955	2.7727444	1.2775185	1.6282393	0.7827357	-0.48616344	-0.85073227	-0.8840904	1.1915462	0.47671822	-0.013023522
S0331	6.3336267	6.702632	3.512556	5.905375	0.44662228	-2.832445	-3.3669827	-2.419005	2.2559557	0.67363393	0.9214068	6.9926558	8.966664	6.354674	-1.7141397	-4.06969	-2.4002466	0.02159149	0.8361764	3.2174537	3.1181874
S0332	-4.443036	-1.764145	-1.3785764	-1.7230917	1.6594154	1.3948255	2.5609405	1.345544	-0.9910544	-2.3741248	-0.007102745	4.87366	1.7369179	1.325718	8.060553	7.690111	8.760691	4.7058225	6.7968826	2.7118402	6.5230446
S0333	1.8246611	0.9169734	3.3553374	3.2230494	5.234724	4.7083488	3.5407152	5.593306	3.9758892	4.47656	3.4446855	0.46661934	1.282412	-0.62926763	3.1136732	3.523513	3.6715724	4.0004697	1.6533822	1.8460665	1.5374105
S0334	3.6857631	4.1431565	3.9376802	5.194614	1.9251733	-1.4345027	-1.0372604	-0.24943759	2.6976445	1.0619355	1.7146809	6.1588535	7.6820107	5.0388503	2.0164452	-0.20351289	1.5461159	3.2638783	3.2690337	4.0842385	4.195317
S0335	0.43172845	0.5722377	1.7023069	1.2111332	3.6869977	1.1716062	2.1174433	3.51642	2.0027313	-2.8045998	-1.8981597	2.812306	2.8163016	1.6808727	3.8438396	3.7920334	4.8660593	4.333895	3.3045094	2.636013	4.3672466
S0336	-2.945697	-1.6224692	-5.4573364	-3.4936543	-10.061438	-11.254984	-9.164934	-11.073334	-7.1739182	-9.127339	-7.454327	1.4347162	2.6180038	4.0485916	-5.315768	-4.896338	-5.0578146	-1.8073225	-1.4130149	1.3347292	-1.6994638
S0337	5.9400845	6.601002	5.032672	5.539694	1.818118	-1.5312638	-1.3110664	0.45661387	2.1702936	2.1425464	2.036262	7.0695095	9.44843	5.617333	0.42889124	-1.7706866	-0.95572627	3.1129694	2.4358413	4.4136043	4.680462
S0338	3.25249	2.1897418	2.8318555	3.5589602	4.5587554	5.253028	3.3449187	4.739203	5.5440216	4.623493	3.4878597	2.0437963	0.79156435	0.3189108	2.663315	2.3178847	2.1950378	1.5157222	2.08689	0.6314308	0.8048446
S0339	4.118803	2.7209268	3.3908834	4.0942845	4.845164	5.2900457	3.5987914	5.101495	5.7382007	4.532986	3.404288	1.3376786	1.7585337	0.63730013	2.6801538	1.9379718	1.993482	1.363974	2.6903212	1.8582281	0.60939455
S0340	4.1811013	2.1511226	3.8891494	4.0618443	5.3141475	4.9599094	3.2228837	5.202293	5.6196294	4.3869123	2.516401	0.18678513	1.1597961	0.3257471	1.5697826	1.0675801	1.1949633	2.6947703	1.3440331	1.8106478	0.49166337
S0341	-3.170933	1.3652208	1.2816377	-0.22442842	0.93202335	-1.4441069	1.074975	2.0807245	-2.139506	-3.2322161	-1.649825	6.209572	7.156323	4.1290464	5.924602	4.2319317	6.1773987	8.619572	5.434283	6.378391	6.491794
S0342	3.588626	2.953992	3.0480382	4.2731094	4.404485	2.447136	1.7010149	3.6356535	4.2434745	3.7237117	2.0503232	3.112225	3.832443	2.6333864	2.3027396	2.206292	1.2402427	3.3537462	2.7065988	2.9878237	2.38365
S0343	2.928957	2.2781758	4.335648	3.9402475	5.6569905	4.6579123	3.3716457	5.8035474	4.4654846	5.842143	4.2573514	-0.24917154	1.1304774	-0.58090025	1.6347057	2.1820855	1.2694314	2.422678	0.20209198	1.3344889	1.5127926
S0344	1.3913687	0.92381066	1.9486578	2.183024	3.4832504	5.5890617	3.3381193	4.5112457	4.3641706	4.2142034	2.4010942	0.51895636	-0.18327534	-1.0444913	3.1666305	3.7016153	2.2520382	2.12552	2.268897	0.7786626	-0.46999642
S0345	6.5800157	3.6696763	0.010153759	4.979678	-0.8023209	-0.12052734	-3.3781848	-4.6402645	4.3138504	1.6772099	-0.20762767	4.0212436	2.9221282	3.39001	-0.9439071	-4.1503005	-3.3914115	-3.6493664	2.0797827	0.36121276	-0.33689132
S0346	2.9212372	-1.016197	0.51093906	2.1128836	4.2323895	5.7986865	3.2837875	3.5845692	5.0937867	3.9796944	1.0655186	-2.959729	-6.1427484	-2.4531908	1.2079122	0.6910148	0.24484238	-2.7071688	-0.8193375	-2.8323312	-1.8925682
S0347	4.697811	1.8633517	1.6758428	4.077732	4.5783424	6.458156	3.3616023	3.9899867	6.9151053	5.301509	2.1947043	0.18553267	-0.97649103	-0.2608191	0.9607121	1.4905393	-0.5260984	-0.67594105	1.5423107	-0.08919518	-1.7125053
S0348	1.0227976	-0.5263706	1.4812343	1.5823746	4.928468	3.3405204	3.1189284	4.1257796	4.2042513	-0.54862416	-0.40080664	1.3037779	0.35063007	-0.6348344	4.055472	4.597571	5.5550117	3.6480558	2.5016425	1.359798	3.2439346
S0349	2.089811	1.4863071	4.325403	3.1730387	6.4103327	5.9709754	5.0514207	7.7233305	4.5813036	5.4352417	4.888306	0.9671678	1.1775023	-0.14241043	3.9810247	4.036487	4.0181704	3.3949752	1.2050897	1.1339728	3.2622852
S0350	0.6643025	1.4741467	3.2753708	1.8253878	3.8983703	3.6749892	3.4076822	4.6432986	3.2364957	1.7152722	1.7718308	2.3991234	2.1119754	0.5107711	4.4833775	3.812411	4.787933	4.668193	2.846515	2.0506055	3.9091227
S0351	-20.209387	-18.166311	-19.26783	-25.375347	-26.957584	-24.376846	-14.880997	-24.429256	-29.165796	-20.758408	-14.818361	-22.853523	-19.432438	-13.169779	-19.62009	-15.318147	-14.85861	-15.773292	-19.78188	-14.075021	-16.862112
S0352	-20.47024	-18.696802	-19.26466	-25.76609	-26.04483	-23.521812	-14.408787	-23.673326	-28.87774	-20.76566	-14.216297	-22.875631	-20.228333	-13.527006	-19.038065	-14.623794	-14.617082	-15.4381075	-18.978676	-14.632671	-16.551758
S0353	-20.42974	-18.20876	-19.441114	-25.623936	-26.784554	-24.021494	-14.875911	-23.883379	-28.983221	-20.653946	-14.68283	-23.643534	-19.983908	-13.38533	-19.692917	-15.23397	-15.261727	-15.114114	-19.616224	-14.074265	-17.504784
S0354	-20.911419	-18.482782	-19.209032	-26.142504	-26.293337	-23.396442	-14.192692	-23.540068	-29.288109	-20.812317	-14.209616	-22.886265	-20.805069	-13.561031	-18.933132	-14.562765	-14.652234	-15.830634	-19.169918	-14.59988	-16.752079
S0355	-20.324097	-18.693089	-19.155437	-25.547028	-25.581429	-23.316433	-14.226368	-23.484617	-28.74824	-20.20444	-14.246366	-23.84651	-21.323284	-14.151594	-19.804947	-15.101898	-15.074456	-15.960521	-20.2876	-14.797913	-17.536179
S0356	-20.693573	-18.527163	-19.040266	-25.791256	-26.177265	-23.444239	-14.440444	-23.296888	-29.124615	-20.34726	-14.571889	-23.149199	-20.137959	-13.557668	-19.537663	-14.522958	-14.601771	-15.618772	-19.894474	-14.451097	-16.698984
S0357	-20.487974	-18.350208	-18.910738	-25.498156	-26.12747	-23.642889	-14.472933	-23.461151	-29.091887	-20.637074	-14.156182	-23.435127	-20.37485	-13.932788	-19.740969	-15.030943	-14.846219	-15.736348	-20.255243	-14.469995	-16.923344
S0358	-20.06478	-18.167377	-18.962166	-25.569176	-25.905344	-23.271667	-14.112858	-23.395664	-28.958097	-20.125814	-13.670338	-23.442638	-20.595743	-13.679098	-19.44311	-14.929408	-15.485505	-16.023043	-20.136618	-14.703204	-17.645544
S0359	-20.297585	-18.141224	-18.935736	-25.4071	-25.874317	-23.314878	-14.203625	-23.605333	-28.885548	-20.083284	-13.729209	-23.020555	-20.342972	-13.602008	-19.35349	-14.75469	-15.0029745	-16.039112	-19.83461	-14.788541	-17.174988
S0360	-21.045862	-18.50651	-19.011354	-25.794514	-25.782125	-23.306774	-13.992216	-23.143572	-29.101799	-20.351164	-14.015001	-23.360907	-20.406418	-13.693305	-19.222832	-14.818507	-14.591597	-15.709053	-19.812271	-14.325114	-16.775444
S0361	-20.190605	-17.984173	-18.980537	-25.386549	-26.025175	-23.874943	-14.229541	-23.69479	-28.79196	-20.454042	-14.197015	-23.239435	-19.874891	-13.149323	-19.848726	-15.13443	-15.564925	-16.216753	-19.938452	-14.366955	-17.542246
S0362	-20.094292	-18.217672	-19.2864	-25.559324	-26.007177	-23.145025	-14.168097	-23.436161	-28.839611	-20.396732	-13.914308	-23.268484	-20.85101	-13.64072	-19.532385	-15.009596	-15.123575	-16.191244	-19.624063	-14.55238	-17.737696
S0363	-20.495193	-18.286118	-19.430193	-25.651495	-25.869328	-23.382349	-14.289117	-23.54949	-28.493065	-20.448847	-13.549876	-22.937021	-20.447195	-13.434919	-19.316628	-14.871934	-15.019912	-16.442652	-19.64866	-14.867464	-17.370665
S0364	-18.922453	-18.13024	-18.741983	-24.725132	-25.213118	-22.121992	-13.819045	-22.960258	-27.3872	-18.53777	-13.610133	-24.376263	-21.816936	-14.3125925	-20.416073	-15.425314	-16.064837	-17.183203	-20.567772	-15.613689	-18.507895
S0365	-19.095987	-18.35228	-18.710482	-24.744686	-24.808006	-21.915335	-13.67572	-22.64215	-27.314028	-18.395956	-13.415045	-24.882235	-22.585085	-14.997591	-20.506687	-15.568946	-16.105341	-17.533203	-21.230692	-15.810439	-18.712654
S0366	-19.495794	-18.060223	-18.259222	-24.894697	-25.15329	-22.392775	-13.729408	-22.496532	-27.889296	-18.782343	-13.181032	-24.868698	-21.710474	-14.731855	-20.49698	-15.484081	-15.870851	-16.589455	-21.06072	-15.017731	-18.375277
S0367	-19.1026	-17.552118	-18.123308	-24.731619	-25.23441	-22.634205	-13.831458	-22.626326	-27.830362	-18.656807	-13.052048	-24.504751	-21.116234	-14.4953575	-20.741638	-15.977798	-16.242073	-16.866907	-21.180191	-15.108627	-18.158384
S0368	-19.322695	-17.740469	-18.32353	-24.798063	-25.675602	-22.830496	-14.096142	-22.946177	-28.162174	-19.005175	-13.31939	-24.346718	-21.049915	-14.416555	-20.762419	-15.833749	-16.152498	-16.722885	-21.196075	-14.778276	-18.199099
S0369	-18.93527	-18.071539	-18.687883	-24.591494	-25.25631	-22.310396	-14.003641	-22.98489	-27.18504	-18.743874	-13.571158	-24.33116	-21.479637	-14.302322	-20.471518	-15.836425	-16.186468	-17.080204	-20.703733	-15.289468	-18.506102
S0370	-19.156628	-17.502209	-18.187624	-24.905169	-25.391886	-22.699345	-13.871489	-22.844118	-27.891638	-18.502213	-13.293771	-24.187122	-20.952618	-14.060163	-20.74931	-15.758115	-16.21092	-16.757837	-20.910784	-15.115218	-18.342226
S0371	-19.851576	-17.884884	-18.27955	-25.194395	-25.43203	-22.375143	-13.52574	-22.448809	-28.052523	-19.108034	-12.945631	-24.188427	-21.28776	-14.425669	-20.143106	-15.237548	-15.45586	-16.57826	-20.832586	-15.138267	-17.908215
S0372	-19.320217	-17.887012	-18.337183	-24.856743	-25.041862	-22.340853	-13.523423	-22.574379	-27.84907	-18.817074	-12.930134	-24.50239	-21.412445	-14.457729	-20.334478	-15.613538	-15.881366	-16.683329	-20.995981	-15.283904	-18.137901
S0373	-19.01705	-18.202147	-18.797937	-24.657948	-24.873383	-21.678308	-13.602143	-22.582705	-26.989408	-18.549368	-13.404214	-24.56357	-22.133118	-14.502389	-20.551113	-15.491583	-15.998994	-17.476503	-20.740318	-15.619575	-18.724472
S0374	-19.471218	-18.119242	-18.916376	-24.863173	-25.543657	-22.074959	-13.758816	-22.927038	-27.705133	-19.104776	-13.426947	-23.96322	-21.62114	-13.979027	-19.912918	-15.4281225	-15.891051	-17.358767	-20.400644	-15.440831	-18.232172
S0375	-19.108059	-18.016815	-18.725103	-24.768639	-25.081024	-21.939224	-13.891212	-22.89891	-27.219002	-18.655159	-13.439277	-24.659647	-22.087364	-14.545086	-20.626045	-15.7041645	-16.423979	-17.652092	-20.891422	-15.801163	-18.761993
S0376	-19.293247	-18.202677	-18.52325	-24.785404	-25.266058	-22.516289	-14.145706	-22.881931	-27.69402	-19.083525	-13.672902	-25.162668	-21.937288	-14.556666	-20.909855	-15.96613	-16.493715	-16.973186	-21.089249	-15.36768	-18.60328
S0377	-18.70985	-18.09676	-18.791134	-24.576096	-24.76553	-21.519918	-13.669462	-22.929441	-26.853073	-18.221725	-13.656224	-24.507019	-22.167957	-14.554121	-20.821257	-15.509639	-16.567041	-17.500837	-20.715313	-15.830788	-19.322248
S0378	-19.364265	-18.215527	-18.660234	-24.789822	-25.227495	-22.16243	-13.837918	-22.803633	-27.432613	-18.844847	-13.551865	-24.368479	-21.865522	-14.422442	-20.280653	-15.495909	-15.945579	-17.410408	-20.760784	-15.586216	-18.268446
S0379	-19.06642	-18.259048	-18.867676	-24.840393	-24.887009	-21.808126	-13.644722	-22.753365	-26.805447	-18.530807	-13.39896	-24.996891	-22.648378	-14.737164	-20.701836	-15.792424	-16.26152	-17.400234	-20.924696	-15.892563	-18.96773
S0380	-19.201832	-18.068726	-18.564962	-24.78591	-24.993975	-21.942627	-13.687126	-22.617977	-27.378618	-18.57107	-13.0157585	-24.450653	-21.934664	-14.547914	-20.219288	-15.435559	-15.8961	-16.984785	-20.81566	-15.587744	-18.55864
S0381	-19.062073	-17.865488	-18.420156	-24.70781	-25.403818	-22.302595	-13.939809	-22.829453	-27.67273	-18.675129	-13.289761	-24.555706	-21.737524	-14.53644	-20.429207	-15.511737	-16.082655	-16.987255	-20.991285	-15.484446	-18.545795
S0382	-18.533108	-18.02485	-18.814182	-24.535028	-25.375523	-21.74351	-13.959257	-22.919678	-27.014322	-18.602287	-13.529463	-24.70777	-22.110611	-14.554863	-20.450882	-15.743346	-16.250343	-17.664173	-20.929064	-15.710715	-19.024822
S0383	-18.677814	-18.252962	-19.23092	-24.47276	-24.858402	-21.656507	-13.7787285	-22.957726	-26.780354	-18.90968	-14.173505	-24.877676	-22.608028	-14.4739275	-20.846008	-15.749161	-16.377155	-17.744068	-20.812792	-15.96844	-19.317633
S0384	-18.936968	-18.151825	-18.559324	-24.797262	-25.241108	-21.841501	-13.87648	-23.020561	-27.307995	-18.524097	-13.383961	-24.827728	-22.050756	-14.555603	-20.539871	-15.727354	-16.104034	-17.255465	-21.068985	-15.578346	-18.884283
S0385	-19.151539	-17.974346	-18.52659	-24.717434	-25.424828	-22.568188	-14.1132965	-23.130663	-27.893772	-19.405474	-13.410358	-24.360685	-21.723894	-14.357385	-20.364359	-15.776657	-15.933381	-17.0752	-20.670776	-15.39407	-18.242466
S0386	-19.052145	-18.078075	-19.019007	-24.477318	-25.198538	-22.349518	-14.140637	-23.02182	-27.403643	-19.376081	-13.825708	-24.191921	-21.566748	-13.911716	-20.24641	-15.592742	-16.124323	-17.570122	-20.30316	-15.7399	-18.67748
S0387	-19.017721	-18.055492	-18.375017	-24.876081	-25.051197	-21.74741	-13.690405	-22.666862	-27.393414	-18.101793	-13.319205	-25.256878	-22.206947	-14.9981	-20.888699	-15.735494	-16.382349	-17.432966	-21.643244	-15.810408	-19.026533
S0388	-19.156412	-18.024614	-18.58134	-24.619991	-25.447353	-22.377918	-14.035114	-22.898031	-27.40415	-18.646868	-13.771112	-25.081348	-21.732916	-14.579886	-20.847872	-15.756219	-16.301517	-16.503695	-21.370972	-15.113712	-18.667055
S0389	-18.61978	-17.710468	-18.656933	-24.500393	-25.715286	-22.675476	-14.278786	-23.232819	-27.341429	-18.982502	-13.691307	-24.442284	-21.078266	-14.274803	-20.663994	-16.161827	-16.34	-16.431854	-20.756275	-15.213837	-18.774286
S0390	-19.13847	-18.454855	-18.997921	-25.185917	-24.625513	-22.25135	-13.393285	-22.597588	-26.877907	-20.08798	-14.847906	-25.644825	-23.340609	-15.172433	-21.161264	-15.608529	-16.352262	-17.612902	-20.856367	-16.032469	-19.272081
S0391	-18.673483	-18.42997	-19.432154	-24.71337	-25.347488	-22.467615	-14.186846	-23.472504	-27.250519	-20.098984	-14.811414	-24.829973	-21.698648	-13.680383	-20.833408	-16.175983	-16.418129	-18.087065	-20.408953	-15.918154	-19.420155
