pathway	Name	pathway	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	source
923	prerank	Cellular Response To Hypoxia R-HSA-1234174	-0.6692655572196994	-1.0397270513979902	0.44087403598971725	0.8246467261471988	1.0	8/72	7.10%	PSMB9;PSMB8;WTIP;PSMB10;PSME2;PSME1;HIF1A;EGLN3	Reactome
924	prerank	Activated NTRK2 Signals Thru RAS R-HSA-9026519	-0.8000711717583565	-1.0395180152111214	0.5328467153284672	0.8241221753226944	1.0	4/6	11.13%	NTF4;NTRK2;SHC1;HRAS	Reactome
925	prerank	Urea Cycle R-HSA-70635	0.7667187662030072	1.0393020672062971	0.5217391304347826	1.0	1.0	1/9	0.07%	SLC25A15	Reactome
926	prerank	mRNA Splicing - Minor Pathway R-HSA-72165	0.6120853982281358	1.039226647496295	0.37992831541218636	1.0	1.0	6/48	7.26%	SNRNP25;SNRPD3;POLR2C;POLR2G;SNRNP48;TXNL4A	Reactome
927	prerank	Downstream Signaling Of Activated FGFR4 R-HSA-5654716	-0.7258794536320788	-1.0391733547144504	0.475968992248062	0.8239700256932495	1.0	9/25	13.98%	FGF20;FGF18;FGF9;PIK3R1;SHC1;PIK3CA;HRAS;FRS3;FGF19	Reactome
928	prerank	WNT5A-dependent Internalization Of FZD2, FZD5 And ROR2 R-HSA-5140745	-0.7888220447051478	-1.0387904496592104	0.507537688442211	0.8238984319792698	1.0	3/10	10.34%	WNT5A;CLTA;AP2M1	Reactome
929	prerank	TRAF6 Mediated NF-kB Activation R-HSA-933542	-0.7327230633469022	-1.0380836499123418	0.49756888168557534	0.8247768910812389	1.0	7/23	6.89%	S100B;NFKB2;MAP3K1;TANK;IFIH1;RELA;SAA2	Reactome
930	prerank	Presynaptic Nicotinic Acetylcholine Receptors R-HSA-622323	-0.7946998166988811	-1.0377686080347628	0.5491525423728814	0.8245385137657626	1.0	1/11	3.46%	CHRNE	Reactome
931	prerank	Metabolism Of Nucleotides R-HSA-15869	-0.6472284547406586	-1.036898748829836	0.4563843236409608	0.8258941691146074	1.0	17/93	5.53%	UPP1;ENTPD2;NT5E;SAMHD1;ATIC;DPYD;ENTPD8;RRM2;ENTPD1;NUDT1;GLRX;XDH;AK4;AK1;AMPD1;ADK;TK1	Reactome
932	prerank	JNK (c-Jun Kinases) Phosphorylation And Activation Mediated By Activated Human TAK1 R-HSA-450321	-0.7505294489488861	-1.0363540085729224	0.5016891891891891	0.8263091753143833	1.0	4/17	3.29%	NOD1;NOD2;IRAK2;RIPK2	Reactome
933	prerank	Proton-coupled Monocarboxylate Transport R-HSA-433692	-0.8210250265519897	-1.0363398210225765	0.5512572533849129	0.8252360944857439	1.0	2/5	7.37%	SLC16A3;EMB	Reactome
934	prerank	SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339	-0.6326931875711047	-1.0344673883114623	0.4206730769230769	0.8291293124733452	1.0	54/107	13.64%	RPLP1;RPL36;RPL39L;RPS9;RPL22L1;RPL12;RPS2;RPL28;RPS4X;RPLP2;RPS8;RPL14;RPS20;RPSA;RPS19;RPS3;RPS27;RPL35;RPL7A;RPL32;RPL13A;RPLP0;RPL4;RPS15;RPL3;RPL8;RPL18;RPS29;RPL37A;RPL34;FAU;RPS17;RPL10A;RPS28;RPS24;RPS5;RPS11;RPS6;RPL9;RPL31;RPL27A;RPL23;RPS10;RPS7;UBA52;RPL11;RPS25;RPL35A;RPL21;RPS12;RPL37;RPL38;RPL29;RPL23A	Reactome
935	prerank	tRNA Processing R-HSA-72306	0.525995231574102	1.0343515899830134	0.3388888888888889	1.0	1.0	25/104	9.16%	TRMT9B;PUS7;TRMT10A;HSD17B10;RPP14;METTL1;TYW1;TRDMT1;XPOT;TYW3;ELAC2;DUS2;POM121;TRMT12;TRIT1;TRMT5;QTRT1;TRMT61A;PRORP;NUP155;POP5;RPP25;ADAT1;ADAT2;TRMT61B	Reactome
936	prerank	TBC/RABGAPs R-HSA-8854214	-0.6891475422460452	-1.033917109178171	0.4596100278551532	0.8295293253068051	1.0	4/43	2.80%	RAB7B;SYTL1;TBC1D2;OPTN	Reactome
937	prerank	Defective CHST6 Causes MCDC1 R-HSA-3656225	-0.794482676874089	-1.0335555178944704	0.5390334572490706	0.8294076733399242	1.0	5/7	8.17%	LUM;PRELP;OMD;OGN;CHST6	Reactome
938	prerank	Influenza Infection R-HSA-168255	-0.6267327946008873	-1.0335422472913776	0.4315304948216341	0.8283361885343982	1.0	59/156	12.31%	TGFB1;ISG15;RPLP1;RPL36;RPL39L;RPS9;RPL22L1;RPL12;RPS2;RPL28;RPS4X;CLTA;RPLP2;RPS8;RPL14;RPS20;RPSA;RPS19;RPS3;RPS27;RPL35;RPL7A;RPL32;RPL13A;RPLP0;RPL4;RPS15;RPL3;RPL8;KPNA2;RPL18;RPS29;RPL37A;RPL34;FAU;RPS17;RPL10A;RPS28;RPS24;SEH1L;RPS5;RPS11;RPS6;NUP62;RPL9;RPL31;RPL27A;RPL23;RPS10;POLR2D;RPS7;UBA52;RPL11;NUP85;RPS25;RPL35A;NUP188;NUP93;RPL21	Reactome
939	prerank	Establishment Of Sister Chromatid Cohesion R-HSA-2468052	-0.8094239231782655	-1.033430210137037	0.5339285714285714	0.8275883372446905	1.0	2/10	7.85%	PMEPA1;ESCO2	Reactome
940	prerank	Regulated Proteolysis Of p75NTR R-HSA-193692	-0.7854685615847016	-1.0333293465798918	0.5420393559928444	0.8267203022420414	1.0	1/10	0.64%	NGFR	Reactome
941	prerank	Signaling By Nuclear Receptors R-HSA-9006931	-0.6131345362758732	-1.0333015570489783	0.43283582089552236	0.8256700679817683	1.0	45/256	5.42%	APOC1;RUNX1;RXRG;APOE;SCD;MMP7;DHRS9;DHRS3;TGFA;ARL4C;GNB4;MMP9;RDH5;APOD;RARG;ZNF217;AREG;SDR16C5;CRABP2;MYC;PMEPA1;PGR;H2AX;PDK3;SRC;NRIP1;EREG;ALDH1A3;CITED1;GNAI2;MMP2;PLTP;SREBF1;GREB1;HBEGF;ESR1;RARA;SPHK1;GNGT2;CBFB;CCND1;CDK9;MOV10;CTSD;GATA3	Reactome
942	prerank	Depolymerisation Of Nuclear Lamina R-HSA-4419969	-0.7712780742864241	-1.0332510042974243	0.5181347150259067	0.8247013855709509	1.0	6/14	9.82%	LMNA;PRKCB;TMPO;LMNB1;CNEP1R1;LPIN2	Reactome
943	prerank	Keratan Sulfate Degradation R-HSA-2022857	-0.767128975432949	-1.0313508515469605	0.5379061371841155	0.828724615966951	1.0	4/11	6.32%	LUM;PRELP;OMD;OGN	Reactome
944	prerank	Chromatin Modifying Enzymes R-HSA-3247509	0.4610637524299873	1.0313499783724351	0.29347826086956524	1.0	1.0	54/235	11.09%	RIOX2;PRMT3;PRDM16;SETD3;KDM4B;KMT5A;KDM1B;H2AZ2;SMARCA2;H2BC15;PRMT5;KAT7;COPRS;KDM2B;MCRS1;KDM4D;ELP3;KAT14;CLOCK;KMT5B;PRMT7;ARID1A;H2BC4;H2BC21;H2BC12;PRMT6;SETD6;TBL1X;SUDS3;RUVBL1;SETD2;HDAC3;USP22;ELP6;ARID1B;ZZZ3;SAP30;NSD1;SUV39H2;ELP5;KDELR2;KDM3B;KAT5;TADA2A;SUZ12;SAP30L;BRWD1;KANSL3;CDK4;BRMS1L;EHMT1;SETDB2;NSD2;YEATS4	Reactome
945	prerank	FRS-mediated FGFR1 Signaling R-HSA-5654693	-0.7377149878870852	-1.0310735656054753	0.49375	0.828397670705363	1.0	6/21	13.22%	FGF20;KL;FGF9;HRAS;FGF10;FRS3	Reactome
946	prerank	PTK6 Regulates Cell Cycle R-HSA-8849470	-0.8013127776045301	-1.0304704563474052	0.5540540540540541	0.828919693417246	1.0	1/5	4.78%	PTK6	Reactome
947	prerank	Blood Group Systems Biosynthesis R-HSA-9033658	-0.7391219977145119	-1.0303190940708866	0.5252854812398042	0.8282622494061418	1.0	5/21	6.19%	FUT3;FUT2;FUT7;B3GALT4;FUT11	Reactome
948	prerank	Signaling By FGFR2 R-HSA-5654738	-0.6529879577677706	-1.0302437089507908	0.45165562913907287	0.8274057794992835	1.0	18/71	11.59%	SRC;FGF20;SPRY2;FGFBP1;FGF18;FGF9;HNRNPA1;FGF1;HNRNPF;TIA1;PIK3R1;MKNK1;SHC1;PIK3CA;POLR2D;HRAS;UBA52;FGF10	Reactome
949	prerank	Regulation Of Cytoskeletal Remodeling And Cell Spreading By IPP Complex Components R-HSA-446388	-0.8001694387818369	-1.0302292639602366	0.558766859344894	0.826349597148037	1.0	2/7	9.74%	ARHGEF6;PARVA	Reactome
950	prerank	PI Metabolism R-HSA-1483255	-0.6560971651837811	-1.0293979620698905	0.46329113924050636	0.8274310440662048	1.0	17/81	7.76%	PLEKHA4;PLEKHA6;TNFAIP8L2;PIK3R5;INPP5D;INPP4A;PIK3R6;PIK3CG;PNPLA6;PIP4K2A;MTMR7;BMX;PI4K2A;PLEKHA5;TNFAIP8L3;SYNJ2;PIK3R1	Reactome
951	prerank	CTLA4 Inhibitory Signaling R-HSA-389513	-0.7478557830267343	-1.0293222685782022	0.5031847133757962	0.8265525819845041	1.0	7/20	5.48%	CD86;LCK;CTLA4;LYN;SRC;FYN;CD80	Reactome
952	prerank	Cytochrome P450 - Arranged By Substrate Type R-HSA-211897	-0.6580380864507165	-1.029149309118711	0.4750337381916329	0.8259275315579949	1.0	7/63	5.37%	CYP1B1;CYP2S1;TBXAS1;CYP21A2;CYP4B1;CYP27A1;CYP2E1	Reactome
953	prerank	TICAM1, RIP1-mediated IKK Complex Recruitment R-HSA-168927	-0.7517259984122504	-1.027823442248532	0.5224137931034483	0.8283515320061023	1.0	2/18	5.30%	BIRC3;TICAM1	Reactome
954	prerank	Cell Death Signaling Via NRAGE, NRIF And NADE R-HSA-204998	-0.6609659358699895	-1.0274999213865215	0.45897435897435895	0.8281709973629742	1.0	12/73	6.29%	NGEF;NGFR;TIAM1;VAV1;ARHGEF38;PLEKHG2;PLEKHG5;ABR;ARHGEF1;ARHGEF2;ARHGEF18;CASP3	Reactome
955	prerank	p75NTR Signals Via NF-kB R-HSA-193639	-0.7627333125774683	-1.0274496310096055	0.5123152709359606	0.8272054803582233	1.0	4/15	6.26%	NGFR;RIPK2;MYD88;RELA	Reactome
956	prerank	Mitotic Prometaphase R-HSA-68877	-0.6068822907641602	-1.0274155257608262	0.43561030235162373	0.8262001255351639	1.0	60/185	11.55%	TUBA1A;TUBA4A;PMEPA1;CDK5RAP2;AURKB;CSNK1E;NCAPH;BUB1;SPC24;RCC2;NDC80;SFI1;KIF18A;NEK6;KNL1;KNTC1;CCNB2;NUF2;CNTRL;CENPF;BIRC5;PLK4;NCAPG;RANGAP1;PLK1;MAD1L1;RPS27;CDCA5;SGO1;CENPE;ERCC6L;HAUS8;DYNC1I2;CDCA8;ZWILCH;CENPM;CENPA;CENPK;DYNC1LI1;NDEL1;BUB1B;CENPH;SPC25;NEK2;SKA1;NDE1;CEP164;TUBB4B;HAUS1;SEH1L;HAUS5;CEP131;TUBB;DYNLL1;TUBGCP6;EML4;KIF2C;CENPI;PRKAR2B;SMC4	Reactome
957	prerank	Spry Regulation Of FGF Signaling R-HSA-1295596	-0.7651549682132589	-1.0265865276295303	0.534453781512605	0.8273200270674445	1.0	4/15	11.25%	SRC;SPRY2;MKNK1;UBA52	Reactome
958	prerank	Signaling By FGFR In Disease R-HSA-1226099	-0.66574552554803	-1.0265357635251287	0.4775510204081633	0.8263652238143481	1.0	11/60	8.95%	STAT1;STAT5A;FGF20;FGF18;CNTRL;GAB2;FGF9;STAT3;FGF1;PIK3R1;LRRFIP1	Reactome
959	prerank	PI-3K cascade:FGFR4 R-HSA-5654720	-0.7415914120156721	-1.0257889696264166	0.49282296650717705	0.8272739212277256	1.0	5/19	11.00%	FGF20;FGF18;FGF9;PIK3R1;PIK3CA	Reactome
960	prerank	FRS-mediated FGFR3 Signaling R-HSA-5654706	-0.7440605717942271	-1.025435439210109	0.525974025974026	0.8271383381888272	1.0	3/18	6.30%	FGF20;FGF18;FGF9	Reactome
961	prerank	Phenylalanine Metabolism R-HSA-8964208	-0.7955764831833345	-1.0244398316738315	0.5555555555555556	0.8286706219936034	1.0	1/5	0.47%	IL4I1	Reactome
962	prerank	Citric Acid Cycle (TCA Cycle) R-HSA-71403	0.6853231554591368	1.0236848969884684	0.4780361757105943	1.0	1.0	14/20	5.63%	LDHD;OGDH;NNT;SUCLG1;MDH2;SUCLA2;IDH3B;SDHD;DLST;SUCLG2;CS;SDHB;SDHA;IDH3A	Reactome
963	prerank	TP53 Regulates Transcription Of Genes Involved In Cytochrome C Release R-HSA-6803204	-0.7482018198703387	-1.0234930109259004	0.5188834154351396	0.830081530216871	1.0	8/19	6.28%	BID;TP63;PMAIP1;TP53INP1;BBC3;PRELID3A;BAX;TP53BP2	Reactome
964	prerank	Defects In Biotin (Btn) Metabolism R-HSA-3323169	0.7696655185585437	1.0230156620275521	0.5475206611570248	1.0	1.0	5/7	5.89%	MCCC2;PCCB;PCCA;MCCC1;HLCS	Reactome
965	prerank	Synthesis Of PIPs At Golgi Membrane R-HSA-1660514	0.7115191206243792	1.0223614417610603	0.506631299734748	1.0	1.0	5/16	6.17%	SACM1L;PIK3C2A;OCRL;VAC14;PI4K2B	Reactome
966	prerank	ECM Proteoglycans R-HSA-3000178	-0.6779130911766357	-1.021835708165547	0.4897119341563786	0.833400950505028	1.0	19/54	6.22%	ITGAX;LRP4;LUM;COMP;VCAN;DCN;TGFB1;ITGA2;ASPN;TGFB3;ITGB6;SERPINE1;LAMA1;TNXB;ITGA9;AGRN;BGN;ITGA7;TGFB2	Reactome
967	prerank	Loss Of Function Of SMAD2/3 In Cancer R-HSA-3304349	-0.7972779284465071	-1.0211954504052227	0.583804143126177	0.8340402352832748	1.0	2/6	1.77%	TGFBR1;TGFB1	Reactome
968	prerank	M Phase R-HSA-68886	-0.5884193510867405	-1.0202413274253903	0.45275181723779856	0.8354185245405331	1.0	86/377	11.31%	PSMB9;TUBA1A;PSMB8;LMNA;TUBA4A;TUBB6;PMEPA1;H2AX;CDK5RAP2;PSMB10;UBE2I;AURKB;CSNK1E;NCAPH;BUB1;UBE2C;SPC24;RCC2;PSME2;KIF23;NDC80;SFI1;PSME1;KIF18A;ANKLE2;NEK6;KNL1;KNTC1;CCNB2;PRKCB;NUF2;CNTRL;CENPF;BIRC5;PLK4;NCAPG;RANGAP1;TMPO;PLK1;MAD1L1;ESPL1;LMNB1;RPS27;CDCA5;SGO1;CENPE;TUBB3;ERCC6L;HAUS8;DYNC1I2;CDCA8;ZWILCH;CENPM;CENPA;CENPK;DYNC1LI1;CC2D1B;NDEL1;BUB1B;PSMD4;CENPH;SPC25;NEK2;CNEP1R1;UBE2D1;SKA1;VRK1;RCC1;NDE1;CEP164;KIF20A;TUBB4B;LPIN2;HAUS1;SEH1L;HAUS5;CEP131;PSMD13;TUBB;NUP62;DYNLL1;TUBGCP6;EML4;UBA52;KIF2C;CENPI	Reactome
969	prerank	ATF4 Activates Genes In Response To Endoplasmic Reticulum Stress R-HSA-380994	-0.7163450824364599	-1.0198418628443469	0.49226006191950467	0.8353845092105963	1.0	6/26	9.83%	CXCL8;CCL2;ATF3;CEBPB;EXOSC8;EXOSC9	Reactome
970	prerank	Sialic Acid Metabolism R-HSA-4085001	-0.71051780337143	-1.0196848965363512	0.49922958397534667	0.8346665561143374	1.0	6/32	5.90%	ST6GALNAC5;ST8SIA4;ST3GAL5;ST6GALNAC4;ST6GALNAC1;SLC17A5	Reactome
971	prerank	RHOA GTPase Cycle R-HSA-8980692	-0.6184471000823252	-1.019637619426346	0.4699074074074074	0.8337117097986663	1.0	34/146	6.45%	NGEF;ARHGAP23;TIAM1;ARHGAP9;ARHGAP45;VAV1;ARHGAP4;ARHGAP30;ARHGDIB;DOCK2;TAGAP;DEF6;CAVIN1;PLEKHG4;IQGAP3;MYO9B;ARHGAP10;PLEKHG5;ABR;ARAP1;IQGAP1;STOM;ARHGEF1;ARHGAP44;RTKN;ARHGEF2;DLC1;ARHGAP18;TMEM87A;STBD1;ARHGEF18;GMIP;TMPO;ANLN	Reactome
972	prerank	Defective Intrinsic Pathway For Apoptosis R-HSA-9734009	-0.7238227010784246	-1.0191395322140782	0.5213270142180095	0.8339529262883459	1.0	5/23	3.61%	CDC25B;LMNA;CDKN2A;CDK5R1;FASLG	Reactome
973	prerank	Signaling By NTRK1 (TRKA) R-HSA-187037	-0.6224718170646627	-1.0189732735401482	0.4647887323943662	0.8333084321865926	1.0	25/113	7.76%	DUSP6;DUSP4;NAB2;FOSL1;RRAD;SRC;SHC3;MAPK13;F3;CDK5R1;RALGDS;DNM1;MAPKAPK3;MAPKAPK2;EGR3;CLTA;LYL1;CHD4;TPH1;RPS6KA2;STAT3;TF;MAPK11;JUND;PIK3R1	Reactome
974	prerank	Signaling By FGFR2 IIIa TM R-HSA-8851708	0.700331685078575	1.0188501038112152	0.4920212765957447	1.0	1.0	3/18	6.83%	FGFR2;POLR2C;POLR2G	Reactome
975	prerank	Transport Of Nucleosides And Free Purine And Pyrimidine Bases Across Plasma Membrane R-HSA-83936	0.7374893342114432	1.0182800580431177	0.5379310344827586	1.0	1.0	3/11	2.56%	SLC29A4;SLC25A4;SLC25A5	Reactome
976	prerank	Regulation Of Gene Expression By Hypoxia-inducible Factor R-HSA-1234158	0.7481297119211319	1.0177191305425988	0.5541125541125541	1.0	1.0	7/10	11.77%	CITED2;VEGFA;MIA3;HIGD1A;HIF3A;EPAS1;EPX	Reactome
977	prerank	SMAD2/3 Phosphorylation Motif Mutants In Cancer R-HSA-3304356	-0.8047861315053205	-1.017591277648445	0.5766990291262136	0.8356770601503044	1.0	2/5	1.77%	TGFBR1;TGFB1	Reactome
978	prerank	Transport Of Fatty Acids R-HSA-804914	-0.7994400711045551	-1.01652328745097	0.566607460035524	0.8373785770601447	1.0	1/7	0.03%	SLC27A6	Reactome
979	prerank	Cellular Hexose Transport R-HSA-189200	-0.7345551293198775	-1.0161669550678414	0.525	0.8371680212000461	1.0	5/20	4.62%	SLC2A3;SLC2A6;SLC5A2;SLC45A3;SLC2A12	Reactome
980	prerank	Transcription Of E2F Targets Under Negative Control By DREAM Complex R-HSA-1362277	-0.737847633535087	-1.0148786480454948	0.5368589743589743	0.8392771698535484	1.0	3/18	7.47%	MYC;TOP2A;MAX	Reactome
981	prerank	Conjugation Of Benzoate With Glycine R-HSA-177135	-0.7988202490590004	-1.0140766224816804	0.5767790262172284	0.8402363746501944	1.0	1/5	14.10%	GLYATL2	Reactome
982	prerank	Displacement Of DNA Glycosylase By APEX1 R-HSA-110357	0.7493509638723186	1.0140211294857144	0.5497835497835498	1.0	1.0	3/8	7.91%	UNG;NTHL1;SMUG1	Reactome
983	prerank	Diseases Of Programmed Cell Death R-HSA-9645723	-0.6551219056947254	-1.0138870846244583	0.49742268041237114	0.8395987670288416	1.0	11/68	7.13%	CDC25B;LMNA;CDKN2A;H2AX;CASP8;CDK5R1;FASLG;DNMT1;TANK;LMNB1;EZH2	Reactome
984	prerank	Inositol Phosphate Metabolism R-HSA-1483249	-0.6588741089587892	-1.0133065434555693	0.4883401920438957	0.8400333462065955	1.0	10/47	4.82%	PLCD3;PLCB2;PLD4;INPP5D;ISYNA1;INPP4A;ITPKC;NUDT11;PLCD1;MTMR7	Reactome
985	prerank	Assembly Of HIV Virion R-HSA-175474	0.695763614983371	1.0131338147360396	0.5023255813953489	1.0	1.0	2/16	9.77%	VPS37D;UBB	Reactome
986	prerank	EPHB-mediated Forward Signaling R-HSA-3928662	-0.692143169108713	-1.0129864798077597	0.5219298245614035	0.8397838367121833	1.0	10/33	8.16%	TIAM1;LYN;SRC;ARPC2;FYN;LIMK1;GPRIN1;ARPC5;ACTR3;ARPC3	Reactome
987	prerank	Receptor-type Tyrosine-Protein Phosphatases R-HSA-388844	-0.7282814105686839	-1.0128239427967018	0.5249221183800623	0.8391307952083719	1.0	5/19	5.89%	PTPRD;SLITRK6;NTRK3;PTPRF;PPFIA4	Reactome
988	prerank	Mitochondrial Calcium Ion Transport R-HSA-8949215	-0.7284691068088617	-1.0127683774338954	0.5327868852459017	0.8382003927631305	1.0	2/20	4.26%	MCUB;SLC8B1	Reactome
989	prerank	Recruitment Of NuMA To Mitotic Centrosomes R-HSA-380320	-0.6349362055408487	-1.0117072466697392	0.4835742444152431	0.8397916301273484	1.0	20/79	10.94%	TUBA1A;TUBA4A;CDK5RAP2;CSNK1E;SFI1;CNTRL;PLK4;PLK1;HAUS8;DYNC1I2;NEK2;NDE1;CEP164;TUBB4B;HAUS1;HAUS5;CEP131;TUBB;DYNLL1;TUBGCP6	Reactome
990	prerank	Caspase-mediated Cleavage Of Cytoskeletal Proteins R-HSA-264870	-0.7740091220203368	-1.0116540505872968	0.5530035335689046	0.8388415535312692	1.0	7/11	7.98%	GSN;PLEC;CASP8;CASP7;CASP3;VIM;SPTAN1	Reactome
991	prerank	Fatty acyl-CoA Biosynthesis R-HSA-75105	-0.6903203271620669	-1.011556219739885	0.5168869309838473	0.8380208626585439	1.0	7/36	5.75%	SCD;ACSL5;OLAH;HACD1;PPT1;SLC27A2;ELOVL6	Reactome
992	prerank	Cyclin E Associated Events During G1/S Transition R-HSA-69202	-0.6346379247774497	-1.0115160216788197	0.5030902348578492	0.8370880978589734	1.0	15/81	9.07%	CCNA1;PSMB9;PSMB8;MYC;PSMB10;PSME2;PTK6;PSME1;CCND1;CCNA2;MAX;CKS1B;CCNH;PSMD4;CDKN1A	Reactome
993	prerank	Centrosome Maturation R-HSA-380287	-0.6317378836459228	-1.0111518302742304	0.4791666666666667	0.836897978936091	1.0	20/80	10.94%	TUBA1A;TUBA4A;CDK5RAP2;CSNK1E;SFI1;CNTRL;PLK4;PLK1;HAUS8;DYNC1I2;NEK2;NDE1;CEP164;TUBB4B;HAUS1;HAUS5;CEP131;TUBB;DYNLL1;TUBGCP6	Reactome
994	prerank	FGFR1b Ligand Binding And Activation R-HSA-190370	-0.7948786566463181	-1.0110650444742346	0.5828571428571429	0.8360645564747288	1.0	1/5	11.59%	FGF10	Reactome
995	prerank	Processing Of DNA Double-Strand Break Ends R-HSA-5693607	-0.6475597487162692	-1.010998424093776	0.5044472681067345	0.8351784770590757	1.0	18/77	11.54%	CCNA1;RRAD;H2AX;UBE2I;RBBP8;CCNA2;SIRT6;RMI2;CLSPN;BRIP1;BLM;PPP4C;BARD1;SUMO2;ATM;UBA52;EXO1;RFC2	Reactome
996	prerank	Separation Of Sister Chromatids R-HSA-2467813	-0.6072371239766827	-1.0109295319214637	0.4960362400906002	0.8342974253999295	1.0	42/169	9.46%	PSMB9;PSMB8;PMEPA1;PSMB10;AURKB;BUB1;UBE2C;SPC24;RCC2;PSME2;NDC80;PSME1;KIF18A;KNL1;KNTC1;NUF2;CENPF;BIRC5;RANGAP1;PLK1;MAD1L1;ESPL1;RPS27;CDCA5;SGO1;CENPE;ERCC6L;DYNC1I2;CDCA8;ZWILCH;CENPM;CENPA;CENPK;DYNC1LI1;NDEL1;BUB1B;PSMD4;CENPH;SPC25;UBE2D1;SKA1;NDE1	Reactome
997	prerank	Negative Regulation Of FLT3 R-HSA-9706369	-0.7635747364538754	-1.0108017528636806	0.5553745928338762	0.8335838235233463	1.0	3/14	3.66%	SLA2;CSK;FLT3	Reactome
998	prerank	Apoptotic Execution Phase R-HSA-75153	-0.6667503663395588	-1.0102794123758034	0.5056179775280899	0.8338132658125039	1.0	20/51	10.15%	LMNA;GSN;PKP1;PLEC;CASP8;PROC;BMX;STK26;CASP7;CASP3;HMGB2;LMNB1;CLSPN;VIM;CTNNB1;SPTAN1;DSG3;ROCK1;CASP6;HMGB1	Reactome
999	prerank	mRNA 3-End Processing R-HSA-72187	-0.6577525332197974	-1.0099708484418604	0.4958217270194986	0.8335280929818973	1.0	13/57	12.38%	COLEC12;THOC6;THOC5;CPSF1;SRSF7;SRSF4;DDX39A;CPSF3;SYMPK;U2AF1;DDX39B;SRSF5;CSTF3	Reactome
1000	prerank	Defective HLCS Causes Multiple Carboxylase Deficiency R-HSA-3371599	0.7707020409435511	1.009813119237789	0.5714285714285714	1.0	1.0	5/6	5.89%	MCCC2;PCCB;PCCA;MCCC1;HLCS	Reactome
1001	prerank	Growth Hormone Receptor Signaling R-HSA-982772	-0.7096275178995434	-1.0097847830326263	0.5353846153846153	0.8329311279889361	1.0	6/23	4.28%	STAT1;LYN;STAT5A;PTPN6;SOCS3;SOCS1	Reactome
1002	prerank	Negative Regulation Of FGFR2 Signaling R-HSA-5654727	-0.6965053191608527	-1.0092152088786608	0.5367647058823529	0.833340270388953	1.0	7/33	8.82%	SRC;FGF20;SPRY2;FGF18;FGF9;FGF1;MKNK1	Reactome
1003	prerank	DNA Damage Reversal R-HSA-73942	0.7734560421832918	1.0091754558579793	0.5779816513761468	1.0	1.0	2/7	5.52%	ALKBH5;FTO	Reactome
1004	prerank	Telomere C-strand (Lagging Strand) Synthesis R-HSA-174417	0.6370873010941245	1.0091584336385448	0.47714285714285715	1.0	1.0	4/32	5.59%	POLD2;LRIG1;SLC19A1;POT1	Reactome
1005	prerank	HDL Remodeling R-HSA-8964058	-0.7768567749776137	-1.008324416253959	0.5811320754716981	0.8346223394764194	1.0	2/9	3.26%	APOE;PLTP	Reactome
1006	prerank	Reversal Of Alkylation Damage By DNA Dioxygenases R-HSA-73943	0.7751783908038534	1.0082406784227549	0.581081081081081	1.0	1.0	2/6	5.52%	ALKBH5;FTO	Reactome
1007	prerank	Pexophagy R-HSA-9664873	0.7437303272439464	1.0080022620792795	0.5529953917050692	1.0	1.0	6/10	13.34%	USP30;PEX5;UBB;EPAS1;NBR1;SQSTM1	Reactome
1008	prerank	CaMK IV-mediated Phosphorylation Of CREB R-HSA-111932	-0.7758737121785004	-1.0078055567748252	0.5771812080536913	0.8348560127113015	1.0	4/9	10.70%	CAMK4;KPNA2;CAMK2A;CAMK2D	Reactome
1009	prerank	LGI-ADAM Interactions R-HSA-5682910	0.7163563303092049	1.0076706644251756	0.5402843601895735	1.0	1.0	3/13	1.47%	LGI3;ADAM22;LGI2	Reactome
1010	prerank	VEGFA-VEGFR2 Pathway R-HSA-4420097	-0.623828502975195	-1.0074978396583991	0.49255583126550867	0.8345963029678936	1.0	21/92	6.06%	NCF2;NCF4;PTK2B;NCKAP1L;VAV1;CYBB;NCF1;WASF1;AXL;SRC;MAPK13;SH2D2A;FYN;CYBA;SPHK1;BAIAP2;MAPKAPK3;ITPR2;MAPKAPK2;PRKCB;NANOS3	Reactome
1011	prerank	eNOS Activation R-HSA-203615	-0.7591713852392828	-1.005176636956294	0.5655296229802513	0.8390858410358896	1.0	4/10	7.29%	NANOS3;TACR1;DDAH2;CAV1	Reactome
1012	prerank	EGFR Downregulation R-HSA-182971	-0.694364660607539	-1.0050440065246924	0.5099431818181818	0.8383590318534556	1.0	10/30	8.97%	TGFA;EREG;SH3GL1;HBEGF;SPRY2;SPRY1;STAM;EGFR;PTPRK;PTPN12	Reactome
1013	prerank	Cytosolic Iron-Sulfur Cluster Assembly R-HSA-2564830	0.733749223370363	1.0046928642461987	0.536036036036036	1.0	1.0	2/11	3.05%	CIAPIN1;ERCC2	Reactome
1014	prerank	Rab Regulation Of Trafficking R-HSA-9007101	-0.6133416054904939	-1.0042744924047355	0.48994082840236686	0.8391760909249072	1.0	14/120	4.51%	RIN1;RAB7B;RAB27A;SYTL1;TBC1D2;RAB31;OPTN;RAB27B;RIN3;RINL;ARF6;ALS2CL;DENND6B;RAB32	Reactome
