gene	log2FC_B_vs_A	cohen_d_B_vs_A	p_value	padj
AC069120.1	-0.2497812546553099	-1.185985015797407	8.280671906352843e-13	1.486811892185458e-10
SLC22A23	0.7044370094867456	1.3499600283020508	8.394032775100757e-13	1.5019509648208833e-10
ETV1	-1.6803760932425154	-1.5338850022520951	8.749302984754597e-13	1.5581488451235338e-10
PDLIM1P4	-0.2080346474710557	-1.1904178114352066	8.812085657512882e-13	1.5581488451235338e-10
PIANP	-0.7191406933492204	-1.2199349127237338	8.816662175494595e-13	1.5581488451235338e-10
AGR2	-2.8420582279025055	-1.3637651522329104	8.828636298296211e-13	1.5581488451235338e-10
LONRF2	-1.5719631315993698	-1.3945994648891464	8.870750944429922e-13	1.5602564696850872e-10
ILKAP	-0.728010271252427	-1.5406064120520713	9.011371603674101e-13	1.5796170745681065e-10
SLC22A31	-1.9880849772688372	-1.2121820580779956	9.357554675262302e-13	1.6347584790962462e-10
SLC4A3	-1.0859871366563834	-1.4329853387466212	9.62435740727322e-13	1.6757075619107928e-10
RGS11	-0.7925258370005531	-1.216685362431385	1.0224905431821695e-12	1.7742955865266163e-10
AC011373.1	-0.07289251094979024	-1.2016004923645827	1.0296776597126915e-12	1.7807913532241804e-10
DHRS3	-1.2579306389013816	-1.3442983786844236	1.0517015466341941e-12	1.8128179559333606e-10
VAV3	-1.607985342635609	-1.552884073991264	1.0650933705676627e-12	1.8298021025057943e-10
CTXND1	-2.882511116271296	-1.4104605121814413	1.0822806708143489e-12	1.8531727075655893e-10
TSPAN33	1.586830939434532	1.5582002873932552	1.0935413095670142e-12	1.8662744111887746e-10
AC023302.1	-0.38107809567070283	-1.1843303088381802	1.1062125645371708e-12	1.8816894054204488e-10
MLLT11	-0.8162691762506225	-1.2732086321250156	1.1142020061129435e-12	1.889065571741194e-10
TDRKH-AS1	-0.29417484803719496	-1.2435528053909057	1.1208647242284342e-12	1.8941514952476e-10
PLXNA3	-0.9217168799398925	-1.4683387371780752	1.129772645433439e-12	1.9029860999351324e-10
AC008555.3	-0.19199516821265328	-1.211372512452246	1.1350037532782713e-12	1.9055902300575547e-10
SDC4	-0.901919441843182	-1.2913382191360432	1.1543600786708387e-12	1.9318159879659466e-10
OLMALINC	-0.7128047828249819	-1.3978605338711247	1.1592450742568864e-12	1.9322802013483593e-10
VDAC3	0.4932828030049663	1.3932035555630191	1.1621108518871028e-12	1.9322802013483593e-10
PLCE1-AS1	-0.2875072996783123	-1.1829857046234153	1.2352539290391218e-12	2.0473146129660906e-10
DTNA	-1.5217499258028298	-1.489483638926683	1.2398593652052435e-12	2.0483823525280623e-10
AP001029.2	-0.8307773139699307	-1.1822973372248569	1.2455103128976432e-12	2.0511650888614658e-10
TUNAR	-1.462759697621835	-1.1733072850551127	1.3421495230239532e-12	2.203298221748941e-10
PPIL6	0.6831578278500006	1.30269333567944	1.3927642383142105e-12	2.2791528964388017e-10
MIR4527HG	-0.26058377176378195	-1.1698849833095584	1.431332024063145e-12	2.334877296414173e-10
POLR2M	-0.601022339118864	-1.386796316056629	1.487530217258904e-12	2.4189205995180877e-10
DEPTOR	0.9978112629151434	1.292037355281129	1.512677422095524e-12	2.4501041703298956e-10
ROM1	-0.6607596528442645	-1.381617445927533	1.5161828904982819e-12	2.4501041703298956e-10
ST6GAL2	-1.6420555101661183	-1.5053519199492287	1.5267641324772006e-12	2.459517135655094e-10
FAM170B-AS1	-0.3385452221062323	-1.1684076358523994	1.5626692909435697e-12	2.509540115030526e-10
AC103563.9	-0.17461545997604017	-1.199361025982536	1.5812939234566907e-12	2.5315879280454777e-10
CEBPD	-1.4681204248364388	-1.304760176396261	1.608474500795047e-12	2.5671550898337246e-10
MB	0.9939905157674993	1.391032534809205	1.6496581033589868e-12	2.624783697932202e-10
ZNF682	-0.9992019148544715	-1.3199147530587203	1.6793512804381954e-12	2.663832333212869e-10
GAS7	-1.8550815467512582	-1.2387848531675625	1.7037875716555906e-12	2.69432902501169e-10
MLIP	0.8360506927710234	1.5926856072022308	1.728379051548696e-12	2.7248844248364214e-10
CYCS	0.9602038529747512	1.4140733129961334	1.754799363243487e-12	2.7497772078591567e-10
CEACAM19	-0.9426841157448318	-1.3396407789009044	1.7567438071021639e-12	2.7497772078591567e-10
RHEX	-0.6493029966565079	-1.1916104784096444	1.760121165325329e-12	2.7497772078591567e-10
MYO1A	-0.20237977074630506	-1.1955538388215439	1.8984293157186717e-12	2.956918022443621e-10
AC017100.1	-0.5085421965581234	-1.2792763916742473	1.9456879832694934e-12	3.021425564650113e-10
ABCC3	-2.519257523002945	-1.6353428202493185	1.9922529570535353e-12	3.0844728341974657e-10
MTSS1	-0.9134990482655003	-1.3572562692176107	2.007394508459288e-12	3.09863813214741e-10
STING1	-0.9684232903127912	-1.2986476202107704	2.017626149474519e-12	3.105162673079668e-10
LINC02739	-0.30084851502429966	-1.2217001850021263	2.1228955700827954e-12	3.2574793123012295e-10
LINC00672	-0.46688846154307845	-1.209987783504634	2.135228439640125e-12	3.2667099953322635e-10
SLC2A13	-0.8676327874864458	-1.2929052008542168	2.1784710651192697e-12	3.3230359070319337e-10
PPFIA4	-0.8312752912203901	-1.2392071851067241	2.2098171213433176e-12	3.3609368576995383e-10
ENTPD1-AS1	-0.5992283631457438	-1.283052850017027	2.3364272642980883e-12	3.543078893375907e-10
CACNA2D2	-1.7771902384997365	-1.4947904828312664	2.359334635664932e-12	3.567355360961091e-10
AL158212.4	-0.24214243612195385	-1.1696075693755728	2.599277141431866e-12	3.918694468238578e-10
AL022067.1	-0.5328916790689596	-1.1838393887002139	2.645580497549251e-12	3.976907357813061e-10
KIAA0408	-0.2234338897305204	-1.1510737356747833	2.7866111689268358e-12	4.176766671199293e-10
NPDC1	-1.1251145784554222	-1.3555261445392655	2.9516980894033835e-12	4.4114236965646925e-10
AC016405.3	-0.6355691393286489	-1.2687636328011367	2.9807830525472796e-12	4.442053960526581e-10
MTMR7	-1.031803020691521	-1.26186074932703	3.1004343511270684e-12	4.6070850784807995e-10
TUSC3	-1.9132938674804914	-1.4191232576388855	3.1491202765076186e-12	4.666021736919354e-10
CFAP251	-1.0412597698865818	-1.5052386824975508	3.4583068598458644e-12	5.109500172271128e-10
TTBK1	-0.3208214622197781	-1.2211548230335902	3.5296308867788906e-12	5.200021162000662e-10
HPN	-2.5334536268722134	-1.4534544770479463	3.604748542007755e-12	5.295600904993268e-10
FXYD5	-1.206660454096113	-1.2942779084322105	3.749236913870438e-12	5.492260341449128e-10
WNT3	-1.3881997600829894	-1.4774265161569464	3.816063117026712e-12	5.574362707473681e-10
TYRO3	-1.1480728978554327	-1.3899806240690442	3.854858587983858e-12	5.615171618119248e-10
ADM	-1.4542286223649223	-1.2178748886555824	3.879789787149237e-12	5.635612631552646e-10
AL137009.1	-0.3058988950872417	-1.2468110411716176	4.029584273662004e-12	5.836802027320333e-10
ANXA1	-1.4137556532478603	-1.4594623427788158	4.0825408396238094e-12	5.896990764183989e-10
FKBP4	0.7055173308088021	1.3682701592009305	4.15010931489719e-12	5.97789144241361e-10
COBL	1.4956785444229714	1.2773041564213559	4.236545728017781e-12	6.071082092362893e-10
SLC15A4	-0.5215631632816606	-1.244059062216916	4.238287086583134e-12	6.071082092362893e-10
QPCT	-2.004004448870755	-1.3116459819047277	4.2729117964374745e-12	6.103771875844703e-10
PRIMA1	1.251114374875295	1.3378093344372208	4.465911411042933e-12	6.361893801003888e-10
NETO2	1.012977898343399	1.3029909910688025	4.49872452129717e-12	6.391031420901043e-10
MCTP2	-0.7323109423177785	-1.3749270924942014	4.559572898719656e-12	6.443643589273895e-10
SPACA6	-0.9445056051383731	-1.2534818380785184	4.560680616646837e-12	6.443643589273895e-10
PIPSL	-0.5307764131950715	-1.206747948466709	4.763396433263457e-12	6.711716429441052e-10
AC110285.3	-0.24103762341346677	-1.1359322655632287	4.8715301815323306e-12	6.845426554815716e-10
FAM110C	-0.9321250225743465	-1.5275343251425935	5.003060487014538e-12	7.011199480867446e-10
MIR222HG	-1.6672604981498593	-1.3008175343532147	5.030968505506037e-12	7.031254388870883e-10
AC005479.1	-0.40424810597871497	-1.2101241057548568	5.068323694664002e-12	7.064368910371165e-10
LPCAT4	-0.6641496009158665	-1.4060238898361317	5.170345075278127e-12	7.187196617949119e-10
STXBP1	-0.657667843407129	-1.3264753022354983	5.235178751676233e-12	7.257714796395749e-10
MYO7A	-1.3669153590203498	-1.280950728818413	5.2491449282589975e-12	7.257714796395749e-10
CYP17A1	0.8940981959324449	1.5384571680753605	5.341148011871746e-12	7.365229462450662e-10
AC024145.1	-0.21162184728316807	-1.1436923093941271	5.364102406077976e-12	7.37721009363559e-10
MTHFR	-0.5500558712791186	-1.413006759573114	5.50344125387583e-12	7.54876527000459e-10
GRIP1	1.116971556724197	1.3414447239741145	5.607343023378488e-12	7.670934261426587e-10
TMEM234	-0.5690868263364437	-1.2729944369549868	5.682642945886557e-12	7.753434020441682e-10
LRRC37B	-0.5795058691538841	-1.2622129509245725	5.762842312508706e-12	7.842166811108887e-10
HPN-AS1	-0.5089842068867902	-1.1548199467383502	5.8361517284809886e-12	7.921082468017858e-10
SCN1B	-1.042261575220389	-1.213682473745149	6.134830000733791e-12	8.304664768794373e-10
CHASERR	-0.863000217271054	-1.3317580197662304	6.200586858469557e-12	8.371763630243323e-10
AC008870.2	-0.4260437322874352	-1.1738235076003793	6.24027202206561e-12	8.403403815964447e-10
ARHGAP20	1.4412764227079835	1.356378506812884	6.478272720763501e-12	8.70124573151692e-10
AC140479.2	-0.3591962632184456	-1.1560291872904018	6.5331539176615975e-12	8.752225964668365e-10
ABHD5	0.6096951516103637	1.3232807612322255	6.565458112358007e-12	8.772775308737594e-10
GIPR	-0.8564098307018297	-1.1700139705819785	6.621361242097946e-12	8.824670391498117e-10
AC245297.3	-0.8266521819076433	-1.3022523205348668	6.76458318468945e-12	8.973884820460482e-10
BMP1	-0.82344432587914	-1.3912961050304886	6.768028233798588e-12	8.973884820460482e-10
TGFA	-1.2882651722682432	-1.3142387876364874	6.8973523153103344e-12	9.12196894058856e-10
LRRC57	-0.42226128128236695	-1.2578687447760377	6.928831645549595e-12	9.140224827117733e-10
STON2	1.141342010610677	1.283045108352292	7.124747038388556e-12	9.374753030588057e-10
PLEKHN1	-0.8652158344268432	-1.243728459094238	7.160503974636919e-12	9.395805627505929e-10
ABCC6P1	-0.8360417282485316	-1.3064522663545048	7.177086544187585e-12	9.395805627505929e-10
FRK	1.437904846578353	1.5097242390675638	7.274936262759869e-12	9.499854269787262e-10
CSMD1	-2.1403996665690164	-1.210782307336334	7.396165213413525e-12	9.633831217904958e-10
GALNTL6	-0.7770185792850806	-1.128895950896304	7.703122220739267e-12	1.0008446059212267e-09
PRSS46P	-0.5369222667915171	-1.130844533026065	7.801622286577493e-12	1.01110198010328e-09
TDRD10	-0.9097236926156234	-1.2755155642835467	7.901172867775525e-12	1.0214438754138504e-09
EFCAB13	-1.3436320496100786	-1.2265579704603722	8.004486896095315e-12	1.0310570605202293e-09
PRR36	-1.3368680117493175	-1.3891216711344645	8.015411388855991e-12	1.0310570605202293e-09
BX571818.1	-1.3983885696616296	-1.3737863618177646	8.600741038238806e-12	1.1036052601200171e-09
AP000802.1	0.43064613153179465	1.4674569720088633	8.646698769977453e-12	1.1067560398373864e-09
DEGS1	-0.551180812083123	-1.3012550216019554	8.696558998420662e-12	1.110389536709459e-09
C1orf115	-0.9249157386226106	-1.3716452660909306	8.770451977692627e-12	1.1170661138385798e-09
DUSP5	-1.2030393655641292	-1.337307114278345	9.005848875286817e-12	1.1442296098033333e-09
PLXNB1	-0.7980480165606743	-1.3895847846236267	9.09399658573918e-12	1.1525971996204871e-09
RNU6-36P	-0.12229759215754553	-1.1142716721638275	9.216871082495306e-12	1.1653144756648282e-09
MED12L	-0.8745250165572788	-1.2228495371969352	9.263434049580507e-12	1.1671935057967594e-09
CCND1	-1.1228895809883577	-1.4579051576318778	9.27687592354563e-12	1.1671935057967594e-09
AVPR1B	-0.5832251099920507	-1.3021399282710682	9.883633157693063e-12	1.238817967764816e-09
CXXC4-AS1	-0.41316796983956017	-1.2756754924698845	9.8940616249322e-12	1.238817967764816e-09
AC025678.3	-0.4809749208621429	-1.1158942649410553	1.0331779221042014e-11	1.2904991190804434e-09
C8B	-0.4217930097210196	-1.109937957256583	1.058815435018725e-11	1.3193350592832118e-09
PLP1	-1.7850139900578557	-1.109565452287047	1.0826129983554769e-11	1.3457452105278862e-09
ATP13A4	-1.2809147254112059	-1.261212204108655	1.1022554631031875e-11	1.3668760732021326e-09
FHL2	1.209492338005449	1.3006659342035358	1.1485709175535499e-11	1.420903127215589e-09
AC063926.2	-0.1201884399256483	-1.1065587035630866	1.1905491584117437e-11	1.4693195114708753e-09
SPINK13	-0.4357187422942549	-1.1226754742122436	1.1990340218730064e-11	1.4762678167875007e-09
AL358074.1	-0.2272177772860739	-1.142926941996191	1.2087223859446949e-11	1.4846613610352999e-09
MALL	-1.4992975721636645	-1.243130572711021	1.235863114477838e-11	1.5144008889280445e-09
AL357033.4	-0.9029193833209317	-1.255248430282473	1.3047400087766632e-11	1.5950215270413717e-09
CA12	-2.4076340929528897	-1.463666362127121	1.3190969132634836e-11	1.6087693509850944e-09
NECTIN4	-1.3544758681430218	-1.269776891734375	1.3284256730991331e-11	1.616334587803042e-09
ZFP36L1	-1.076102553405529	-1.3040919329251652	1.3429089388951475e-11	1.6301212239250463e-09
TNFRSF1A	-0.5774004772294159	-1.3308670576485966	1.3564480598281655e-11	1.6426998974654393e-09
ABCC6	-1.2489879473687102	-1.5287931379476878	1.3751836051684852e-11	1.6614981169828862e-09
PPIF	1.0027197918428135	1.4284630379163206	1.3799966116716847e-11	1.663426684991946e-09
AP000866.5	-0.47242529732273064	-1.1853058411300543	1.3837889838717677e-11	1.66411888709286e-09
EPHA1	0.908698523065643	1.2171315638008724	1.4261790895968568e-11	1.7111170974975188e-09
BNIP3P5	-0.09882211102457666	-1.108100176175883	1.530074943865756e-11	1.8315209588481971e-09
RRAS	-1.0703220981584654	-1.3107391089022666	1.548576862266466e-11	1.8493870236642318e-09
UNGP1	-0.19084806891254122	-1.1026801887237092	1.5926481305781558e-11	1.897636577887719e-09
PNMT	-0.9444681813229547	-1.1562498280429563	1.6010436628595205e-11	1.903254456324797e-09
BCAR3	0.8234554638353409	1.3196383442243984	1.6198298214853895e-11	1.921170181165848e-09
RTL4	-1.6237991330151988	-1.2017157003013155	1.641967753983663e-11	1.9429701264587913e-09
LMO3	-1.8111743832985656	-1.4970575432893947	1.6459404149204793e-11	1.9432243104098835e-09
SLC35G1	-0.782209617503598	-1.3035070869073044	1.701372784614609e-11	2.004093122214261e-09
ZNF90	-1.1653360565470807	-1.1933412173125615	1.7578258129137332e-11	2.065884786626865e-09
STARD9	-0.8203110506023976	-1.2450581068951985	1.792057327660343e-11	2.1013396025089343e-09
DYNLT3P1	-0.19745867905098158	-1.0939608256372109	1.7965248202055706e-11	2.101812103566748e-09
C4orf48	-1.4189595648582294	-1.2105067396041134	1.86715679476563e-11	2.179515688806445e-09
CACNA1I	-2.0766815693684944	-1.272054401042212	1.9503965643786265e-11	2.271553079742864e-09
HPCAL4	-1.5252144527652571	-1.1767043627415839	1.962580752581199e-11	2.280607040375874e-09
AC008760.1	-0.5512264880988454	-1.1721703822924898	2.014374862641635e-11	2.3355457067726816e-09
PRKACA	-0.47049236434245945	-1.2779974344308478	2.0828602948322934e-11	2.4091593823091695e-09
CLIP3	-1.173946622015416	-1.1684759332883887	2.087183390912007e-11	2.4091593823091695e-09
DLEU2	-0.6356863094541503	-1.183052967758608	2.139126850668342e-11	2.4636166720470074e-09
KCNK5	-0.9933126531728638	-1.353839957895578	2.2185461023161558e-11	2.549405277708239e-09
AC012651.1	-0.20146470041569822	-1.0873742465277716	2.2753400257978505e-11	2.6088715759209014e-09
BTBD19	-1.1845962298126382	-1.4361932202716188	2.3642410400824283e-11	2.7048068235332397e-09
APOBEC2	-0.41193778278647547	-1.0974261734383162	2.4096478297657756e-11	2.747510060829253e-09
DUOXA1	-1.0785992142335878	-1.441671897987222	2.4121938612993e-11	2.747510060829253e-09
GSTK1	0.6260781689535149	1.49484723682646	2.5909048127751216e-11	2.9445775554596553e-09
SPRED2	-0.6714747508086285	-1.3288998754585144	2.6173079028771066e-11	2.9680616001245187e-09
C2orf16	-0.7466512566742116	-1.2990375225876318	2.624889430001841e-11	2.9701456742850157e-09
DPP6	2.2975552118447737	1.3318070604451688	2.6798423636962147e-11	3.0257058617706323e-09
AC021573.1	-0.2004807234971387	-1.0863848038953134	2.7759058615740403e-11	3.1273391722844267e-09
DCUN1D3	-0.5818349029579064	-1.3139865256743477	2.8236800711887082e-11	3.1742460904617236e-09
RNA5SP515	-0.36374979198204005	-1.0854579602014625	2.844489345643563e-11	3.1907025716393556e-09
AC084880.1	0.48261342069859675	1.4949329792547086	2.8714552855957578e-11	3.2139788803775373e-09
AC010857.1	0.7448678940716577	1.4922456077034636	2.947540627781652e-11	3.2911394834244136e-09
FAM234B	1.0383233505231946	1.28067207668236	2.9540025896623805e-11	3.2911394834244136e-09
NOP14-AS1	-0.6204718848340018	-1.4146947962519898	2.9594861050692355e-11	3.2911394834244136e-09
AL355512.1	-0.22173897309094964	-1.115984840882791	3.001932451323053e-11	3.3311787336988498e-09
CC2D2A	-0.6148895679400144	-1.276080518381685	3.041218247600778e-11	3.3675468265885187e-09
STMP1	0.48293341008441804	1.3549976013101908	3.078418177940858e-11	3.401454752126062e-09
LINC00092	1.4125054677616249	1.347786295090468	3.0884175172332825e-11	3.405227254448833e-09
SEC14L6	-0.8367105176430824	-1.1243004665454723	3.28359379097503e-11	3.612721670747016e-09
CRACDL	-0.7242769711227339	-1.3196196795868884	3.407249631513385e-11	3.74081285977046e-09
ARHGAP6	0.8605437388295236	1.2209051135527618	3.4786462185105485e-11	3.81110751282625e-09
AC130371.2	-0.6155549025900191	-1.237244902524237	3.529355201303967e-11	3.858488093332547e-09
LINC00954	-0.7048997810756528	-1.119313107047965	3.602436712280842e-11	3.930076051239549e-09
PRKX	1.0854604073316967	1.2361369869034142	3.6160506004855585e-11	3.936623002141236e-09
KIT	2.017139131962166	1.2850730964968493	3.9034117152179434e-11	4.233021682105492e-09
AL161785.1	-0.7313541722785858	-1.2256799609831797	3.904684385071493e-11	4.233021682105492e-09
C1RL-AS1	-0.6904427903617076	-1.2512596728719716	3.953238715399579e-11	4.2766930379085275e-09
CWH43	1.814365934118832	1.2376867794209452	4.02868920132725e-11	4.349218106259571e-09
DGAT2	-1.7117609661938822	-1.3059469174591833	4.263540285258729e-11	4.593165243562795e-09
PPP1R7	-0.7478503599907036	-1.1110359877607363	4.357642336594078e-11	4.679469635987913e-09
SHROOM4	-0.9606390926816566	-1.3311842637811009	4.3617496558685265e-11	4.679469635987913e-09
MIR100HG	-1.2035996033447578	-1.3758395134932941	4.378789776864901e-11	4.688024806448466e-09
IRAK2	-0.9251765447068832	-1.2982055640761005	4.722759147545654e-11	5.045838807411845e-09
FZD1	-1.1547504702335525	-1.3577363015421609	4.760315978651258e-11	5.075478341691447e-09
SGPP2	1.3835454516080627	1.1629340793809695	4.89239319509691e-11	5.205566759499101e-09
OAZ3	-0.5419360674364153	-1.277637652401554	4.957121783234236e-11	5.2636083066288625e-09
LINC01018	-1.0848317368395448	-1.1615093156413363	4.971307645496182e-11	5.267854296234694e-09
NFS1	0.4493696820943329	1.355622355818665	5.105342051071749e-11	5.39882091621618e-09
HMGA2-AS1	-1.5366656216412526	-1.3607166447377097	5.1854170375444114e-11	5.4723081720093685e-09
ITPR2	-0.8475502475009637	-1.2326771508936838	5.2011392442038914e-11	5.477721210937422e-09
