gene	beta_subtype	abs_beta	pvalue_LMM	fdr_LMM	log2FC_raw_DESeq2	padj_raw_DESeq2	is_druggable	is_original_biomarker
PRELP	1.13691	1.13691	3.32093e-10	1.41824e-09	1.41778	4.49097e-12	False	False
NPTXR	1.13609	1.13609	4.78631e-42	2.0161e-40	1.34914	9.5647e-45	False	False
CD2	1.13551	1.13551	4.78673e-16	3.34842e-15	1.85384	1.7038e-22	False	True
ACSL5	1.13541	1.13541	1.15742e-25	1.65084e-24	1.51797	9.38404e-33	False	True
KHDRBS2	-1.13461	1.13461	2.14755e-21	2.29451e-20	-1.69379	1.84908e-15	False	False
IFIT3	1.13454	1.13454	1.67337e-26	2.58171e-25	1.54732	6.27678e-31	False	True
COL6A3	1.13426	1.13426	6.39582e-10	2.67291e-09	1.95177	1.5118e-19	False	True
MYH10	1.13289	1.13289	2.09751e-44	1.00663e-42	1.35071	2.71273e-49	False	True
ENDOD1	1.13141	1.13141	7.50047e-48	4.39152e-46	1.32404	3.43592e-54	False	True
ARHGAP22	-1.13132	1.13132	2.46142e-56	2.23436e-54	-1.41137	5.4139e-56	False	True
EMP2	1.12975	1.12975	2.43068e-57	2.27706e-55	1.2927	8.58093e-54	False	True
FBLN2	1.12785	1.12785	4.48234e-17	3.3995e-16	1.3423	1.65831e-18	False	True
LLGL1	1.12726	1.12726	7.98764e-76	2.17524e-73	1.42311	1.28586e-122	False	False
SUSD4	1.12686	1.12686	1.04178e-25	1.49684e-24	1.58357	1.3237e-32	False	True
SERGEF	-1.12558	1.12558	1.73495e-29	3.30884e-28	-1.42992	1.27885e-33	False	False
CLDN1	1.12553	1.12553	2.46873e-15	1.64068e-14	1.19709	6.2998e-20	False	True
PSAT1	-1.12367	1.12367	7.99769e-12	3.95996e-11	-1.38314	6.78513e-09	False	True
IGHD	1.1234	1.1234	4.46811e-07	1.38307e-06	3.14824	2.52526e-16	False	False
VGLL1	1.12138	1.12138	2.75608e-21	2.92865e-20	5.60936	1.41834e-79	False	False
ANPEP	1.11815	1.11815	2.01061e-18	1.71356e-17	1.64968	5.77678e-24	False	True
BHLHE40	1.11742	1.11742	4.76997e-25	6.52527e-24	1.26325	6.32004e-24	False	True
PREX2	-1.11741	1.11741	2.8297e-24	3.6982e-23	-1.49013	1.31339e-30	False	False
MT1X	-1.11669	1.11669	2.48991e-16	1.80203e-15	-1.4018	4.0606e-18	False	True
MNDA	1.11602	1.11602	3.1395e-26	4.76211e-25	1.49073	2.57934e-25	False	True
HDAC9	-1.11562	1.11562	4.92677e-24	6.32593e-23	-1.42115	1.59706e-28	False	False
MBOAT2	1.11559	1.11559	1.30496e-50	8.83303e-49	1.32256	7.86047e-55	False	True
HYOU1	-1.11339	1.11339	1.70964e-24	2.25195e-23	-1.34142	1.23168e-32	False	True
HCK	1.11247	1.11247	5.62494e-20	5.46623e-19	1.43643	2.3788e-19	False	True
ELF4	1.11213	1.11213	1.29352e-48	7.8891e-47	1.35823	3.36812e-51	False	False
CCL2	1.11064	1.11064	6.66943e-14	3.96241e-13	1.51089	1.39641e-15	False	True
CACNB2	-1.10846	1.10846	2.06928e-61	2.75356e-59	-1.82562	8.4502e-64	False	True
CYBB	1.10787	1.10787	6.80194e-16	4.72424e-15	1.39335	1.91672e-17	False	True
COL11A2	-1.10786	1.10786	2.62186e-10	1.1282e-09	-1.01151	0.000256154	False	False
ADAM12	1.10675	1.10675	7.55597e-10	3.12541e-09	2.91542	7.70773e-28	False	True
NOTCH2	1.10663	1.10663	1.16697e-37	3.83853e-36	1.24631	2.30562e-43	False	True
GPER1	-1.10557	1.10557	5.96887e-29	1.09383e-27	-1.20021	7.03395e-23	False	True
MVP	1.10512	1.10512	2.11374e-53	1.5969e-51	1.26443	1.78012e-49	False	True
DAPK1	1.10478	1.10478	2.18839e-25	3.07267e-24	1.12811	6.61278e-21	False	False
ZYX	1.10442	1.10442	6.68268e-68	1.1508e-65	1.25326	2.98233e-62	False	True
LTBP1	1.1037	1.1037	9.22688e-13	4.96538e-12	1.59386	3.96077e-18	False	True
AHNAK	1.10254	1.10254	7.27897e-50	4.81563e-48	1.26662	2.8735e-58	False	True
LOXL1	1.10254	1.10254	1.48646e-24	1.97352e-23	1.53961	2.49586e-28	False	True
DHRS3	1.09878	1.09878	4.72731e-27	7.5111e-26	1.06508	3.93075e-21	False	True
SLC30A3	1.09805	1.09805	1.09066e-06	3.22678e-06	2.69953	3.03639e-17	False	False
GATM	-1.09626	1.09626	7.01486e-15	4.54793e-14	-1.15603	1.2341e-13	False	True
SLAMF7	1.09559	1.09559	4.94212e-09	1.88816e-08	2.40162	2.61822e-19	False	True
ADCY1	-1.09432	1.09432	2.82274e-25	3.93504e-24	-1.30383	2.80937e-24	False	True
MT1M	-1.08995	1.08995	5.26486e-20	5.13763e-19	-1.46318	1.61505e-11	False	True
TMSB4X	1.0898	1.0898	1.08908e-29	2.11846e-28	1.2441	1.44703e-29	False	True
STAT4	1.0891	1.0891	1.54713e-28	2.76172e-27	1.77991	1.92176e-30	False	True
CCL20	1.08876	1.08876	6.47207e-19	5.80306e-18	3.48128	1.98284e-42	False	False
CD27	-1.08811	1.08811	5.59396e-16	3.89912e-15	-2.11675	1.00234e-22	False	False
CRISPLD2	1.08711	1.08711	6.61691e-19	5.92386e-18	1.48136	1.08062e-22	False	False
TMPRSS2	1.0871	1.0871	1.56948e-10	6.88078e-10	1.16327	4.38538e-09	False	True
PRMT8	1.08586	1.08586	1.3685e-06	4.0093e-06	3.31193	1.01107e-21	False	False
MFAP5	1.08564	1.08564	4.8595e-08	1.67268e-07	2.51539	1.00954e-15	False	False
NUDT11	1.08445	1.08445	1.41533e-12	7.50613e-12	1.64849	7.2232e-14	False	True
APOL6	1.08333	1.08333	6.98649e-42	2.93232e-40	1.31012	1.34089e-46	False	True
FAXDC2	-1.08285	1.08285	7.05654e-31	1.49967e-29	-1.16966	8.75609e-28	False	True
SNAP91	-1.082	1.082	6.64344e-55	5.60808e-53	-3.11247	2.34874e-39	False	False
CTSK	1.08145	1.08145	2.10849e-14	1.30984e-13	1.20914	1.12712e-11	False	True
RIMS2	1.07945	1.07945	2.28084e-17	1.78773e-16	1.4122	1.8925e-17	False	False
IL22RA1	-1.0792	1.0792	7.38872e-29	1.33935e-27	-1.81775	2.02364e-37	False	True
B2M	1.07894	1.07894	4.24807e-25	5.84547e-24	1.32641	8.32329e-28	False	True
CORO2B	-1.0787	1.0787	1.38893e-24	1.84823e-23	-1.39045	1.18244e-20	False	False
IFIT2	1.07721	1.07721	8.77235e-26	1.27449e-24	1.55539	7.1815e-33	False	True
SRPX2	1.07711	1.07711	2.74787e-16	1.97894e-15	2.40027	7.15859e-32	False	True
BMP4	1.07598	1.07598	6.50188e-13	3.54456e-12	1.99824	5.93729e-25	False	False
SYN1	1.07492	1.07492	1.55743e-27	2.5507e-26	2.69675	2.14848e-54	False	False
CD3E	1.07475	1.07475	1.63656e-13	9.44509e-13	1.82385	7.67565e-21	False	True
LTBP2	1.0739	1.0739	7.16389e-35	1.98319e-33	1.07185	2.67487e-32	False	True
EGLN3	1.07171	1.07171	6.84591e-18	5.60991e-17	1.60227	9.77633e-17	False	True
TAP1	1.07153	1.07153	6.51938e-23	7.81391e-22	1.40322	5.1736e-27	False	True
CXCL10	1.07052	1.07052	2.85558e-10	1.22352e-09	2.03352	1.46242e-15	False	True
KCTD17	1.07048	1.07048	4.24937e-35	1.20193e-33	1.24309	4.31659e-31	False	True
COL4A5	-1.07029	1.07029	4.35864e-24	5.61492e-23	-1.18298	9.5746e-26	False	True
HLA-C	1.06946	1.06946	9.47207e-28	1.57108e-26	1.37802	2.88119e-33	False	True
BCL2	-1.06846	1.06846	1.87324e-24	2.46467e-23	-1.16607	2.08926e-23	False	True
IL2RG	1.06835	1.06835	1.56869e-15	1.05814e-14	1.68427	1.62322e-15	False	True
TIAM1	1.06787	1.06787	1.16926e-12	6.24922e-12	1.24248	2.35892e-15	False	True
PODNL1	1.06725	1.06725	2.05782e-16	1.49764e-15	3.39334	8.53365e-48	False	False
VCAM1	1.06665	1.06665	2.83019e-16	2.03323e-15	1.3974	4.51333e-16	False	True
SGMS1	1.06607	1.06607	9.53655e-50	6.20405e-48	1.27407	2.42293e-56	False	True
PRKACB	-1.06472	1.06472	1.06966e-44	5.17591e-43	-1.31266	2.68541e-58	False	True
VAMP1	-1.06405	1.06405	9.50083e-31	1.99904e-29	-1.32362	4.82247e-39	False	False
IGSF6	1.06263	1.06263	8.64749e-22	9.49926e-21	1.41665	3.39352e-21	False	True
ASXL3	-1.06119	1.06119	4.66219e-22	5.22433e-21	-1.97696	2.94669e-12	False	False
SLC17A9	1.06042	1.06042	1.02393e-21	1.12162e-20	1.37911	3.50224e-20	False	True
FPR3	1.05708	1.05708	1.49231e-16	1.09424e-15	1.59076	1.4199e-20	False	True
STMN2	1.05579	1.05579	2.00014e-18	1.70587e-17	3.28384	1.51884e-29	False	False
COL1A2	1.05399	1.05399	1.36015e-07	4.46143e-07	1.88189	2.5449e-15	False	True
LTBP3	1.05394	1.05394	2.25696e-53	1.69417e-51	1.21855	2.87382e-63	False	True
DAPK2	1.0539	1.0539	4.77734e-29	8.80986e-28	1.01617	5.08207e-24	False	True
SDC3	1.0534	1.0534	5.01056e-37	1.56463e-35	1.2234	2.27312e-40	False	True
CDKN2B	1.05268	1.05268	3.64448e-18	3.04617e-17	1.66024	9.46628e-28	False	False
ITGAM	1.05171	1.05171	1.81873e-19	1.70379e-18	1.34781	1.43091e-19	False	True
NUCB2	-1.04988	1.04988	6.07783e-61	7.65284e-59	-1.22294	4.68945e-65	False	False
ST8SIA4	1.04988	1.04988	1.27573e-23	1.59262e-22	1.38078	2.5858e-27	False	True
MGAT4C	1.04769	1.04769	1.62389e-21	1.75099e-20	1.10447	1.64818e-22	False	True
ITGAX	1.04668	1.04668	6.74665e-14	4.00422e-13	1.02825	6.29607e-09	False	True
TRIM22	1.04642	1.04642	7.96882e-19	7.05862e-18	1.18629	1.34323e-19	False	True
FCGR2A	1.04466	1.04466	2.96222e-21	3.13915e-20	1.33323	8.39229e-21	False	True
NPPC	-1.04408	1.04408	9.85688e-55	8.07161e-53	-3.45931	1.95025e-47	False	False
SHANK2	-1.04317	1.04317	1.24427e-18	1.08169e-17	-1.09321	5.66132e-14	False	True
HMGA1	1.04287	1.04287	4.44505e-42	1.87912e-40	1.15811	1.22214e-38	False	True
SCN4A	-1.04266	1.04266	1.94567e-14	1.21255e-13	-1.23777	2.76205e-14	False	False
DOK2	1.04146	1.04146	2.72544e-22	3.11415e-21	1.54218	3.92193e-22	False	True
PDZRN3	1.04109	1.04109	2.9202e-21	3.09743e-20	2.14474	9.43149e-33	False	True
MME	1.04062	1.04062	3.90639e-14	2.37014e-13	3.14449	1.76937e-37	False	False
PC	1.03911	1.03911	4.38794e-29	8.11734e-28	1.19655	8.8035e-32	False	True
PSG1	1.03853	1.03853	1.97528e-11	9.42564e-11	3.54617	1.53032e-30	False	False
EMP1	1.03781	1.03781	1.57502e-28	2.80722e-27	1.18482	2.49589e-27	False	True
ETV7	1.03707	1.03707	3.75605e-19	3.42549e-18	1.8219	2.0299e-25	False	True
S100A9	1.03679	1.03679	3.69758e-13	2.06775e-12	1.2308	1.20097e-09	False	True
MAOB	-1.03657	1.03657	1.20132e-15	8.16451e-15	-1.9718	4.52789e-28	False	True
VIPR1	-1.03573	1.03573	1.85748e-19	1.73731e-18	-1.55068	1.17491e-17	False	False
NPR3	-1.03493	1.03493	2.66142e-08	9.36798e-08	-1.12142	1.72325e-06	False	False
AQP3	1.03442	1.03442	6.4713e-21	6.66482e-20	1.84286	7.73876e-24	False	False
GLP1R	1.0343	1.0343	4.79239e-08	1.65153e-07	3.09832	1.06825e-26	False	False
PTPRD	1.03382	1.03382	2.17268e-08	7.72378e-08	1.19133	1.43687e-07	False	True
CWH43	-1.03342	1.03342	1.3564e-10	5.98696e-10	-1.27729	1.48546e-05	False	True
EHBP1L1	1.03308	1.03308	2.45985e-47	1.35872e-45	1.16849	1.75683e-46	False	True
HNMT	1.03298	1.03298	3.83314e-26	5.76941e-25	1.2701	2.16786e-27	False	True
VLDLR	-1.03272	1.03272	2.17961e-21	2.32664e-20	-1.1658	1.35875e-18	False	True
HLA-F	1.03183	1.03183	6.74238e-22	7.49794e-21	1.30932	2.13051e-22	False	True
RHOBTB1	-1.03165	1.03165	4.02798e-36	1.20019e-34	-1.46148	2.46107e-46	False	True
GULP1	1.03002	1.03002	5.19563e-13	2.8537e-12	1.54115	1.55172e-16	False	True
GREM1	1.02948	1.02948	1.79732e-09	7.15142e-09	2.6744	7.50507e-21	False	True
TRPM3	-1.02913	1.02913	2.42446e-29	4.55706e-28	-2.62001	2.57701e-22	False	False
RARRES1	1.02583	1.02583	1.11197e-20	1.12737e-19	1.80165	7.12734e-23	False	True
ASPN	1.02388	1.02388	1.64459e-08	5.92924e-08	2.1267	2.12788e-19	False	True
CHI3L2	1.02311	1.02311	6.85832e-19	6.13529e-18	1.1896	2.5673e-17	False	True
EVI2B	1.02156	1.02156	3.82391e-16	2.70072e-15	1.36985	2.71563e-14	False	True
CFB	1.02148	1.02148	1.20174e-30	2.49954e-29	3.13426	2.01368e-51	False	False
WNT5A	1.02116	1.02116	3.47202e-29	6.5156e-28	1.10505	3.21145e-27	False	True
ALDH1L1	-1.02056	1.02056	1.40273e-21	1.51952e-20	-2.47732	1.71868e-32	False	False
EFCC1	-1.02028	1.02028	4.88515e-32	1.12387e-30	-1.49541	2.70083e-28	False	False
IGFBP3	-1.02008	1.02008	6.83383e-12	3.3995e-11	-1.36852	1.75468e-15	False	False
MMD	-1.0183	1.0183	1.27657e-38	4.54366e-37	-1.24329	3.038e-38	False	True
PRR15L	-1.0177	1.0177	6.94783e-14	4.12154e-13	-1.17237	5.08179e-15	False	True
SYNM	-1.01769	1.01769	2.4272e-25	3.39558e-24	-1.13787	6.36884e-22	False	True
OLR1	1.01763	1.01763	1.7309e-12	9.10959e-12	1.42341	3.46079e-13	False	True
PHEX	-1.01694	1.01694	1.94107e-05	5.00028e-05	-1.37417	1.11926e-06	False	False
ITGB7	1.0169	1.0169	4.00499e-17	3.05129e-16	1.62821	5.29979e-19	False	True
SLC1A1	-1.01667	1.01667	2.18054e-11	1.03797e-10	-1.35593	2.47252e-15	False	False
RET	1.01628	1.01628	1.82671e-13	1.04908e-12	2.82085	6.41019e-31	False	False
CDCP1	1.01628	1.01628	4.32466e-41	1.7584e-39	1.18085	3.88786e-42	False	True
PCDH9	1.0155	1.0155	2.84482e-15	1.88208e-14	1.58683	2.03682e-17	False	True
CETP	-1.01495	1.01495	5.8682e-24	7.51002e-23	-1.43635	8.55366e-20	False	True
NCKAP1L	1.01372	1.01372	7.50645e-16	5.19814e-15	1.26001	8.41599e-15	False	True
SPHK1	1.01325	1.01325	1.33846e-34	3.63651e-33	1.23711	6.45026e-34	False	False
PTGIS	1.0116	1.0116	9.72888e-12	4.77474e-11	1.92554	1.1026e-17	False	True
TRBC1	1.01131	1.01131	1.07793e-12	5.76634e-12	1.77202	3.95402e-17	False	True
SPINK5	-1.01118	1.01118	1.04183e-20	1.05994e-19	-1.93688	3.78777e-18	False	False
FGF2	1.01114	1.01114	2.06909e-30	4.24326e-29	1.34101	3.29397e-33	False	True
HLA-DMA	1.01072	1.01072	2.20028e-17	1.7269e-16	1.23481	4.37062e-17	False	True
IRF8	1.00832	1.00832	1.1338e-14	7.21172e-14	1.74725	5.13831e-23	False	True
PMAIP1	1.00764	1.00764	6.38314e-15	4.14798e-14	1.61793	1.46756e-19	False	True
HES1	-1.00733	1.00733	1.23575e-38	4.42526e-37	-1.12732	7.73484e-36	False	True
CSF1	1.0063	1.0063	2.76308e-32	6.45821e-31	1.17661	1.94506e-31	False	True
LRP1	1.00628	1.00628	4.50053e-37	1.4129e-35	1.19032	9.99972e-42	False	True
LAPTM5	1.00604	1.00604	3.71188e-17	2.83722e-16	1.05739	8.74628e-13	False	True
HSPA5	-1.00531	1.00531	5.65712e-30	1.12661e-28	-1.2332	6.55254e-39	False	True
SV2A	-1.0018	1.0018	3.53091e-20	3.48625e-19	-1.14703	1.3326e-20	False	False
MYBPH	1.00061	1.00061	4.7724e-15	3.11683e-14	3.69624	1.2005e-47	False	False
RGS2	1.00035	1.00035	1.03796e-11	5.07284e-11	1.23477	7.10848e-11	False	True
CHRM3	-1.00027	1.00027	1.15852e-20	1.17355e-19	-1.35767	3.05474e-19	False	False
DUOX1	-0.999755	0.999755	2.71907e-33	6.84739e-32	-1.10523	9.46378e-37	False	False
LRRN2	-0.998137	0.998137	3.13593e-16	2.23913e-15	-1.4334	2.77702e-20	False	True
NPY1R	0.996222	0.996222	9.6979e-17	7.22407e-16	1.51716	7.468e-22	False	False
CALR	-0.996163	0.996163	9.56372e-48	5.54412e-46	-1.16979	4.62023e-59	False	True
EGFR	0.994547	0.994547	1.65144e-26	2.55123e-25	1.00216	1.81026e-23	False	False
PLVAP	-0.994396	0.994396	6.90039e-20	6.6505e-19	-1.05268	3.0893e-19	False	True
SLC43A1	-0.994281	0.994281	1.64273e-27	2.67916e-26	-1.45109	1.30765e-33	False	True
KCNJ5	0.993901	0.993901	3.71497e-12	1.89305e-11	1.37051	6.27121e-14	False	True
DSP	0.992915	0.992915	2.38121e-30	4.87483e-29	1.21431	1.30124e-35	False	True
CCNA1	0.991921	0.991921	2.37379e-19	2.1974e-18	2.18649	6.5257e-26	False	True
CLCNKB	-0.991413	0.991413	1.07481e-13	6.28361e-13	-1.04413	4.24842e-07	False	True
SPI1	0.989621	0.989621	2.75169e-17	2.13676e-16	1.20142	1.14535e-15	False	True
PLEK	0.989424	0.989424	5.94012e-13	3.24738e-12	1.17333	3.91379e-11	False	True
RSAD2	0.987229	0.987229	7.17517e-19	6.39431e-18	1.53841	1.00343e-23	False	True
CLIP3	0.986267	0.986267	2.34948e-17	1.83906e-16	1.03991	5.61352e-14	False	False
HSF4	-0.985179	0.985179	4.58922e-18	3.79518e-17	-1.56878	1.53059e-25	False	True
IER3	0.984276	0.984276	7.24784e-17	5.44401e-16	1.07548	9.99178e-13	False	True
CACNA2D3	-0.984142	0.984142	2.11321e-36	6.44419e-35	-1.76401	5.87207e-33	False	False
LST1	0.983974	0.983974	2.87896e-17	2.22967e-16	1.29006	1.28653e-15	False	True
RNF144A	0.983452	0.983452	4.4803e-34	1.18967e-32	1.11978	5.64113e-34	False	False
ANKH	0.982067	0.982067	7.15231e-34	1.87368e-32	1.14424	6.23711e-40	False	True
C11orf80	0.981186	0.981186	6.65691e-55	5.60808e-53	1.22984	4.13379e-60	False	True
GOLGA8A	-0.979911	0.979911	1.05166e-10	4.69141e-10	-1.33742	1.01369e-16	False	False
KCNQ1	-0.97869	0.97869	1.0233e-46	5.54761e-45	-1.01986	6.5771e-39	False	True
CD163	0.977573	0.977573	2.24467e-12	1.16823e-11	1.15603	6.7339e-12	False	True
CADM1	0.977128	0.977128	8.49811e-27	1.32861e-25	1.09168	2.21488e-30	False	True
ARHGAP19	0.977115	0.977115	5.13124e-17	3.87157e-16	1.45209	1.77625e-28	False	True
KCNK2	-0.976245	0.976245	2.25709e-10	9.78182e-10	-1.39942	2.34931e-09	False	False
DZIP1	0.976174	0.976174	4.98729e-17	3.76781e-16	1.68618	7.71565e-27	False	True
PTPN7	0.975036	0.975036	1.04843e-13	6.1355e-13	1.93523	3.86945e-24	False	True
NOX4	0.974657	0.974657	4.16891e-19	3.78727e-18	1.49451	3.17648e-25	False	True
CLEC2B	0.973542	0.973542	4.17199e-30	8.37976e-29	1.29785	5.6477e-28	False	True
ATP6V0E2	-0.972827	0.972827	8.81351e-43	3.82245e-41	-1.06547	8.38166e-36	False	False
XK	-0.97148	0.97148	3.22628e-37	1.02384e-35	-1.58067	2.20533e-34	False	True
TNFSF9	0.97135	0.97135	1.15901e-16	8.58447e-16	3.17328	6.62239e-42	False	False
VEGFA	-0.970565	0.970565	2.16579e-18	1.83512e-17	-1.00319	8.80487e-20	False	True
THBS1	0.970333	0.970333	9.97051e-09	3.68428e-08	1.2183	1.03541e-09	False	False
CXCL13	0.968091	0.968091	6.17206e-06	1.68906e-05	3.83082	5.77902e-22	False	False
IRS4	-0.967815	0.967815	1.60577e-37	5.16582e-36	-2.84675	1.02205e-18	False	False
HBEGF	0.967371	0.967371	1.49542e-09	5.99704e-09	1.57063	3.52858e-14	False	True
PDE9A	0.966653	0.966653	4.76959e-34	1.25793e-32	1.19798	3.35225e-36	False	True
PFKFB3	0.964823	0.964823	4.18037e-26	6.27591e-25	1.24204	1.03791e-31	False	False
FCN1	0.964647	0.964647	2.91414e-12	1.50064e-11	2.10772	1.16346e-21	False	True
DLGAP1	-0.962972	0.962972	9.91409e-23	1.16327e-21	-1.85865	2.82166e-27	False	False
CRABP1	-0.962625	0.962625	7.02688e-06	1.90872e-05	-1.04311	0.00116456	False	True
SELPLG	0.962117	0.962117	2.84524e-18	2.39352e-17	1.20513	4.04616e-17	False	True
SOX3	-0.962022	0.962022	8.46646e-34	2.20316e-32	-4.21211	7.96075e-19	False	False
AEBP1	0.960773	0.960773	5.17805e-11	2.37505e-10	1.10334	4.23996e-12	False	True
ABCG2	-0.95944	0.95944	5.23892e-16	3.656e-15	-1.36663	2.71481e-21	False	False
PHLDA2	0.958318	0.958318	9.03143e-19	7.96971e-18	1.11628	9.34759e-16	False	True
SEC14L2	0.958023	0.958023	9.05224e-25	1.21701e-23	1.2521	4.83646e-31	False	True
CYTIP	0.958	0.958	3.59391e-13	2.01362e-12	1.3104	1.10285e-11	False	True
BAG3	0.957272	0.957272	7.00274e-44	3.24119e-42	1.19087	6.31188e-41	False	False
GNA15	0.957067	0.957067	7.32436e-20	7.03018e-19	1.5375	2.17279e-21	False	True
CCL5	0.956112	0.956112	1.03246e-09	4.20671e-09	1.02961	9.29414e-07	False	True
ACACB	-0.955759	0.955759	2.06191e-29	3.90696e-28	-1.03081	3.59606e-24	False	True
DCLK2	-0.953919	0.953919	5.28751e-34	1.39139e-32	-1.25606	1.08228e-41	False	False
FOXJ1	-0.952399	0.952399	2.44908e-10	1.0567e-09	-1.26714	0.000149836	False	True
MANF	-0.951924	0.951924	4.1871e-27	6.70738e-26	-1.19005	3.32851e-30	False	True
CDH4	0.951445	0.951445	2.1531e-06	6.17356e-06	1.26747	2.59981e-07	False	False
TGFBI	0.951025	0.951025	3.25259e-12	1.66686e-11	1.05118	1.67455e-11	False	True
USP2	-0.950911	0.950911	6.55194e-31	1.39497e-29	-1.24738	8.02911e-26	False	True
ARNTL2	0.950737	0.950737	1.12517e-18	9.81064e-18	1.7005	9.12268e-27	False	False
SLC16A10	-0.950357	0.950357	1.35549e-20	1.36953e-19	-1.17196	3.47739e-17	False	True
CCR1	0.95025	0.95025	9.82967e-20	9.34297e-19	1.40297	1.03419e-21	False	True
SSX1	0.949718	0.949718	1.0529e-11	5.13944e-11	1.79257	1.17905e-16	False	False
IFI16	0.947308	0.947308	1.76556e-26	2.71322e-25	1.07703	1.45436e-25	False	True
TPD52L1	0.94626	0.94626	7.69228e-26	1.12878e-24	1.10789	3.14331e-29	False	True
CD37	0.94625	0.94625	8.05287e-14	4.74819e-13	1.45272	4.4033e-18	False	True
TLE6	-0.946167	0.946167	3.64668e-28	6.31696e-27	-1.26639	6.0822e-32	False	True
FLT1	-0.946113	0.946113	2.83679e-16	2.03671e-15	-1.03929	3.79741e-17	False	True
APOL2	0.945887	0.945887	2.2977e-51	1.60155e-49	1.15329	8.58627e-50	False	True
FMNL1	0.943034	0.943034	6.10138e-28	1.03848e-26	1.12176	2.83115e-25	False	True
IL27RA	0.941654	0.941654	2.46941e-28	4.33536e-27	1.06965	3.64442e-25	False	True
PIR	-0.939867	0.939867	2.64807e-33	6.6974e-32	-1.18034	2.23389e-31	False	True
FLT4	-0.938935	0.938935	1.79805e-17	1.42169e-16	-1.01329	7.32605e-17	False	False
MAPK4	-0.938888	0.938888	1.17438e-10	5.2249e-10	-1.05065	0.000329972	False	True
PLBD1	0.938549	0.938549	3.31833e-27	5.34493e-26	1.01309	3.59305e-17	False	False
SEMA7A	0.938521	0.938521	1.11082e-17	8.94616e-17	1.47649	8.55837e-20	False	False
FCER1G	0.93723	0.93723	6.65398e-14	3.95724e-13	1.14302	6.51678e-14	False	True
PFKFB2	-0.937171	0.937171	2.58057e-21	2.74463e-20	-1.09724	2.82188e-21	False	True
MMP2	0.937052	0.937052	2.74175e-12	1.41561e-11	1.18924	5.01488e-14	False	True
SNTA1	-0.936972	0.936972	3.80203e-33	9.47271e-32	-1.03224	2.534e-27	False	True
CLCF1	0.936949	0.936949	3.25904e-31	7.09356e-30	1.19015	1.38717e-34	False	True
HK3	0.936424	0.936424	4.00081e-14	2.42367e-13	1.54999	8.05336e-16	False	True
ABCA8	-0.935892	0.935892	2.3966e-10	1.0352e-09	-1.13298	6.11036e-11	False	False
S100A11	0.935649	0.935649	6.54041e-29	1.19296e-27	1.06518	1.09839e-24	False	True
CNKSR2	0.934099	0.934099	3.23163e-22	3.67402e-21	1.99401	1.02113e-32	False	False
SECTM1	0.933667	0.933667	1.77803e-18	1.52199e-17	1.63985	1.18618e-21	False	True
PRRX1	0.933426	0.933426	2.49185e-09	9.77539e-09	1.48136	4.17115e-15	False	True
NEDD9	0.933375	0.933375	2.81536e-17	2.18331e-16	1.18306	9.94434e-22	False	True
AKR1C1	-0.933098	0.933098	4.33687e-14	2.61912e-13	-1.23	1.18347e-08	False	True
MAP2K6	-0.931819	0.931819	1.40928e-28	2.52334e-27	-1.24801	9.02426e-26	False	True
APOA1	-0.93179	0.93179	5.54052e-20	5.38866e-19	-3.21906	2.14079e-32	False	False
CLDN4	0.931079	0.931079	1.29046e-44	6.21863e-43	1.08073	1.82115e-46	False	False
LIN7A	-0.929586	0.929586	1.54602e-24	2.04795e-23	-1.37147	5.11477e-27	False	True
CYP27B1	-0.929195	0.929195	7.46371e-36	2.19048e-34	-1.35231	2.41902e-38	False	True
KLHDC8A	-0.928523	0.928523	2.04418e-07	6.58161e-07	-1.17299	1.67589e-10	False	False
FOSL1	0.927907	0.927907	4.34474e-10	1.8427e-09	1.75337	1.72963e-15	False	False
KLHL3	-0.927113	0.927113	4.51099e-22	5.07433e-21	-1.01106	1.57588e-17	False	True
NCF4	0.926536	0.926536	4.3698e-20	4.29281e-19	1.22499	6.3177e-16	False	True
CCDC33	0.925855	0.925855	2.78021e-16	2.001e-15	1.79612	9.66543e-19	False	False
CD69	0.925585	0.925585	1.50276e-13	8.70725e-13	1.26661	7.80543e-11	False	True
SLCO4A1	0.925064	0.925064	6.60555e-18	5.41674e-17	1.43281	1.58713e-17	False	True
DOCK9	0.924613	0.924613	3.66241e-29	6.84001e-28	1.08371	3.79557e-37	False	True
NRXN2	-0.924458	0.924458	9.52684e-17	7.10569e-16	-1.41914	1.38833e-19	False	False
GFPT2	0.923671	0.923671	1.51819e-12	8.02619e-12	1.56188	3.65573e-16	False	False
LILRB4	0.92263	0.92263	3.57028e-11	1.66832e-10	1.17228	2.01595e-10	False	True
SCARB1	-0.921751	0.921751	1.45535e-40	5.73809e-39	-1.10652	2.02983e-44	False	True
EGF	-0.921537	0.921537	6.70329e-26	9.91105e-25	-1.74599	2.65959e-22	False	True
HES2	0.920108	0.920108	4.85276e-21	5.06018e-20	2.44488	1.69658e-32	False	False
CKB	-0.918903	0.918903	4.57235e-22	5.1384e-21	-1.10848	2.46849e-21	False	True
EPHX3	0.918219	0.918219	1.52108e-23	1.88885e-22	2.60938	5.14178e-47	False	False
HLA-DOB	0.918002	0.918002	3.18933e-16	2.2731e-15	1.76981	4.98103e-17	False	True
CYB561	-0.917722	0.917722	1.081e-60	1.31859e-58	-1.056	3.90809e-76	False	True
